SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500060,BIRLACABLE  ,B ,Q,103.30,103.30,99.70,101.15,101.15,103.25,103,5762,585834.00,
500067,BLUE STAR   ,A ,Q,804.25,804.25,780.10,791.35,791.35,796.00,156,1327,1058145.00,
500068,DISA INDIA  ,X ,Q,5949.00,6000.00,5801.30,5995.95,6000.00,5795.85,16,254,1520697.00,
500069,BNK CAPITAL ,X ,Q,86.05,87.00,86.05,87.00,87.00,88.50,2,15,1295.00,
500074,BPL LTD.    ,B ,Q,23.95,25.30,23.55,23.80,24.15,24.05,220,30127,730625.00,
500078,OAL         ,X ,Q,201.20,216.60,201.20,208.35,208.20,210.35,24,1169,244283.00,
500083,CENTURY EXT ,B ,Q,4.30,4.35,4.15,4.30,4.35,4.32,9,949,4057.00,
500084,CESC LTD.   ,A ,Q,767.80,770.40,757.00,759.70,759.45,771.80,387,6558,4998305.00,
500085,CHAMBAL FERT,A ,Q,187.00,187.00,180.55,181.45,181.45,186.65,429,22836,4174045.00,
500086,EXIDE IND.  ,A ,Q,213.65,213.65,209.55,209.90,209.90,213.75,524,43086,9074327.00,
500087,CIPLA LTD.  ,A ,Q,560.70,566.00,556.20,561.05,560.40,560.10,844,53412,29995658.00,
500092,CRISIL LTD  ,A ,Q,1475.50,1510.00,1441.30,1458.05,1450.00,1489.15,118,695,1015810.00,
500093,CGPOWER     ,A ,Q,33.00,33.05,31.30,31.60,31.60,32.75,1116,487404,15602405.00,
500096,DABUR (I)   ,A ,Q,409.65,410.00,406.00,408.65,409.70,409.65,667,29973,12229100.00,
500097,DALMIASUG   ,B ,Q,111.40,114.05,110.15,110.55,110.15,112.60,122,8440,944967.00,
500101,ARVIND Ltd  ,A ,Q,76.00,76.00,74.15,75.25,75.25,75.20,548,122504,9188776.00,
500102,BALARPUR IND,B ,Q,2.10,2.31,2.06,2.27,2.27,2.10,345,460210,1024759.00,
500103,BHEL        ,A ,Q,69.90,70.60,68.00,68.30,68.30,69.70,2460,866751,59951346.00,
500104,HIND.PETRO  ,A ,Q,308.35,310.95,301.00,302.85,303.95,308.55,2676,162418,49572175.00,
500106,IFCI LTD    ,A ,Q,9.11,9.25,9.05,9.09,9.09,9.18,299,140626,1282234.00,
500108,MAHA.TELE   ,B ,Q,9.01,9.40,8.95,9.00,9.00,9.21,598,180844,1653412.00,
500109,MRPL        ,A ,Q,60.10,61.15,60.10,60.55,60.80,60.15,284,46649,2826421.00,
500110,CHENNAI PET.,A ,Q,211.70,217.40,210.50,216.20,216.00,210.90,367,14590,3139748.00,
500111,REL.CAP.    ,A ,Q,88.90,93.40,85.60,87.50,87.50,93.90,20511,3812728,342876280.00,
500112,STATE BANK  ,A ,Q,347.35,347.35,342.50,344.20,344.20,347.35,4643,636710,219140844.00,
500113,STEEL AUTH. ,A ,Q,49.80,51.50,49.50,50.30,50.30,49.55,2714,1352576,68486211.00,
500114,TITAN       ,A ,Q,1282.00,1291.95,1278.00,1285.45,1285.45,1280.60,2557,81487,104739394.00,
500116,IDBI BANK L ,A ,Q,36.50,36.75,36.00,36.40,36.40,36.85,1065,846977,30761370.00,
500117,DCW LTD.    ,B ,Q,17.60,18.30,17.60,18.00,18.00,17.55,145,33624,608093.00,
500119,DHAMPUR SUGA,B ,Q,216.00,216.35,211.30,212.20,212.20,213.15,539,34818,7436337.00,
500120,DIAMINES&CHM,X ,Q,115.60,122.95,115.60,118.55,118.50,117.35,36,1060,124973.00,
500123,ELANTAS     ,B ,Q,2184.95,2185.00,2161.10,2179.00,2179.00,2164.90,10,31,67221.00,
500124,DR.REDDY'S  ,A ,Q,2644.00,2644.00,2572.60,2590.35,2590.90,2603.80,1978,26659,69164090.00,
500125,E.I.D.PAR   ,A ,Q,180.80,180.80,174.05,174.75,175.00,176.90,248,6024,1058255.00,
500126,PGHL        ,A ,Q,4000.05,4000.05,3891.00,3950.20,3950.00,3994.45,115,590,2342284.00,
500128,ELEC.CASTING,B ,Q,18.00,18.20,17.65,17.70,17.65,17.75,61,10335,185441.00,
500132,EMPEE SUGARS,Z ,Q,1.03,1.03,1.01,1.01,1.01,1.06,3,1790,1813.00,
500133,ESAB INDIA  ,B ,Q,1101.45,1109.80,1081.20,1089.15,1090.00,1102.10,34,120,131076.00,
500135,ESSEL PROP  ,B ,Q,130.20,131.00,129.50,130.85,131.00,129.20,26,1811,236587.00,
500136,ESTER INDUS.,B ,Q,34.80,34.80,34.10,34.50,34.45,35.00,23,854,29565.00,
500141,FERRO ALLOYS,X ,Q,3.70,3.97,3.70,3.74,3.74,3.82,44,37845,142603.00,
500144,FINOL. CABLE,A ,Q,465.20,465.20,448.10,455.95,458.00,467.45,363,3548,1611788.00,
500147,CMI FPE     ,X ,Q,1066.05,1141.00,1066.05,1111.55,1111.00,1121.80,11,71,79149.00,
500148,UFLEX LTD   ,A ,Q,249.50,249.50,246.05,247.40,246.05,249.90,117,2235,554412.00,
500151,GOLDEN TOB  ,B ,Q,34.95,35.55,34.95,35.30,35.30,34.95,4,255,9025.00,
500153,GANESH BENZO,X ,Q,41.10,42.80,41.10,41.65,41.75,41.00,78,7727,324116.00,
500155,GARDEN SILK ,B ,Q,16.00,16.00,15.90,15.90,15.90,16.25,6,406,6480.00,
500159,METROGLOBL  ,X ,Q,60.30,60.30,60.30,60.30,60.30,60.30,1,46,2773.00,
500160,GTL LTD.    ,B ,Q,3.26,3.80,3.26,3.47,3.40,3.55,15,5139,17608.00,
500163,GODFREY PH  ,A ,Q,904.00,922.65,892.10,904.80,900.00,896.20,561,19427,17679478.00,
500164,GODREJ IND  ,A ,Q,482.00,482.00,471.50,474.70,476.85,483.45,422,12125,5775896.00,
500165,KANSAI NERO ,A ,Q,448.60,463.90,447.20,461.10,463.80,448.60,577,9301,4237476.00,
500166,GOODRICKE   ,X ,Q,189.90,189.90,187.65,188.75,188.75,190.20,35,4200,793135.00,
500168,GOODYEAR (I),B ,Q,950.00,953.00,941.15,952.15,952.15,951.65,67,1162,1102944.00,
500170,GTN INDUS   ,B ,Q,8.45,8.45,8.45,8.45,8.45,8.41,9,1028,8686.00,
500171,GHCL LTD    ,A ,Q,244.85,247.70,242.30,244.20,244.95,245.20,247,17741,4335069.00,
500173,GUJ.FLOURO  ,A ,Q,1092.00,1093.80,1053.25,1057.10,1057.10,1098.15,307,1995,2128358.00,
500179,HCL INFOSYS ,B ,Q,14.15,14.70,14.00,14.35,14.45,14.40,127,27209,388562.00,
500180,HDFC BANK   ,A ,Q,2448.75,2448.85,2425.00,2427.40,2429.50,2449.35,2099,35943,87524426.00,
500182,HEROMOTOCO  ,A ,Q,2766.00,2766.55,2724.75,2732.90,2732.90,2775.90,1259,31798,87064930.00,
500183,HIMACHAL FUT,A ,Q,20.90,21.15,20.80,21.10,21.10,21.00,935,432352,9063914.00,
500184,HSCL        ,A ,Q,114.05,116.45,112.65,114.05,114.05,114.30,695,69499,7949680.00,
500185,HIND.CONSTN.,A ,Q,12.70,12.88,12.60,12.66,12.70,12.73,371,104644,1328380.00,
500186,HIND.OIL EXP,B ,Q,122.90,122.90,120.65,121.25,121.95,122.30,134,10272,1245789.00,
500187,HSIL        ,B ,Q,266.50,266.50,259.40,264.65,264.65,266.05,239,5870,1541888.00,
500188,HINDUS.ZI   ,A ,Q,241.35,243.90,241.25,241.70,241.50,241.60,513,29873,7243125.00,
500189,HINDUJA VENT,B ,Q,372.40,382.45,372.40,382.45,382.45,375.05,4,4,1503.00,
500191,HMT LTD.    ,Z ,Q,17.05,17.05,17.00,17.00,17.00,17.40,12,2150,36571.00,
500192,PRAG BOSIMI ,XT,Q,2.91,3.00,2.91,3.00,3.00,3.00,7,1900,5628.00,
500193,HOTEL LEELA.,B ,Q,8.10,8.53,8.10,8.18,8.18,8.16,91,32826,268897.00,
500199,I.G.PETRO   ,B ,Q,283.55,283.55,267.05,272.30,272.05,275.60,60,1099,297202.00,
500201,IND.GLYCOLS ,B ,Q,249.00,253.00,246.15,248.25,248.25,250.25,217,6862,1709750.00,
500207,INDO RAMA   ,B ,Q,27.35,28.35,26.25,26.35,26.25,27.05,33,7277,194962.00,
500209,INFOSYS LTD ,A ,Q,754.15,756.00,745.00,753.95,753.95,754.85,8664,204706,153698881.00,
500210,INGERSOLL   ,B ,Q,622.55,628.30,620.00,623.15,623.05,625.70,91,906,564321.00,
500211,INSILCO LTD.,X ,Q,16.50,16.95,16.45,16.95,16.95,17.40,9,506,8379.00,
500213,INTER.TRAVEL,X ,Q,119.50,121.90,119.00,120.75,120.50,119.45,24,1277,153280.00,
500214,ION EXCHANGE,X ,Q,558.50,562.00,530.05,533.65,533.65,546.70,468,28292,15415160.00,
500215,AGRO TECH FO,B ,Q,540.00,540.00,528.00,531.90,529.05,536.40,32,292,156510.00,
500219,JAIN IRRIG  ,A ,Q,40.85,40.95,37.15,37.85,37.85,40.80,3331,2021032,77884107.00,
500220,JASCH INDUST,X ,Q,52.80,52.80,47.00,48.30,48.10,49.80,100,28024,1346306.00,
500223,JCT LTD     ,X ,Q,1.31,1.40,1.25,1.26,1.26,1.35,120,106384,139790.00,
500227,JINDAL POLYF,B ,Q,235.25,240.00,234.10,238.25,239.95,235.75,11,171,40411.00,
500228,JSWSL       ,A ,Q,275.00,277.30,270.45,271.25,271.25,273.30,3261,730763,200811151.00,
500231,UMANG DAIR  ,B ,Q,48.25,49.95,48.00,49.90,49.95,47.90,14,1514,73764.00,
500233,KAJARIA CER.,A ,Q,619.00,619.90,608.10,610.00,612.50,619.45,286,7248,4433701.00,
500234,KAKATIYA CEM,B ,Q,189.85,211.00,189.85,205.50,205.50,190.75,878,24466,4962222.00,
500235,KALYANI STEL,B ,Q,227.15,231.10,225.10,226.60,226.60,221.60,414,16026,3658222.00,
500238,WHIRLPOOL   ,A ,Q,1531.00,1571.55,1511.30,1521.55,1527.40,1570.55,1058,10561,16270648.00,
500239,KG DENIM    ,X ,Q,42.00,43.50,42.00,42.15,42.00,42.20,31,4184,176996.00,
500240,KINETIC ENG.,X ,Q,31.10,32.85,30.50,32.40,32.40,31.65,49,3248,102795.00,
500241,KIRL.BROS.  ,B ,Q,183.85,183.85,175.85,179.95,178.45,179.85,47,1478,263924.00,
500245,KIRL.FERROUS,B ,Q,81.75,83.35,80.10,80.85,80.85,81.40,244,54051,4386800.00,
500246,ENVAIN ELECT,X ,Q,36.00,37.80,36.00,36.05,36.05,36.00,3,126,4542.00,
500247,KOTAK MAH.BK,A ,Q,1495.00,1502.00,1476.40,1482.70,1482.70,1507.50,2965,93805,139196031.00,
500249,KSB         ,B ,Q,734.00,739.90,708.70,714.00,713.00,715.15,31,203,145883.00,
500250,L.G.BALKRISH,B ,Q,341.00,358.00,340.00,348.10,358.00,347.80,80,1322,458370.00,
500251,TRENT LTD.  ,A ,Q,400.40,414.05,381.85,405.35,400.00,401.55,836,16433,6529461.00,
500252,LAXMIMACH   ,A ,Q,5347.95,5352.05,5276.00,5282.00,5294.95,5356.60,176,636,3378032.00,
500253,LIC HOUS.FIN,A ,Q,538.50,547.50,538.50,543.60,543.60,545.90,531,19529,10621880.00,
500254,UTTAMVALUE  ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,9,25303,4807.00,
500257,LUPIN LTD.  ,A ,Q,734.00,734.00,722.35,726.25,726.25,728.60,922,34725,25210530.00,
500259,LYKA LABS   ,T ,Q,25.00,25.00,24.50,24.50,24.50,25.05,3,26,647.00,
500260,RAMCOCEM    ,A ,Q,795.75,795.75,784.05,790.75,788.00,797.50,248,2856,2257975.00,
500264,MAFATLAL IND,X ,Q,96.00,97.00,95.00,96.00,95.80,96.05,14,841,80614.00,
500265,MAH.SEAMLESS,B ,Q,430.50,433.70,429.90,430.70,430.00,432.50,40,656,282414.00,
500266,MAH.SCOOTER ,B ,Q,4565.00,4665.00,4455.00,4561.85,4561.85,4571.15,567,2297,10423147.00,
500267,MAJESTIC AUT,X ,Q,170.15,174.00,166.00,169.15,169.50,170.45,87,5027,849335.00,
500268,MANALI PETRO,B ,Q,24.05,24.05,23.75,23.85,23.85,23.85,56,10873,259682.00,
500271,MFSL        ,A ,Q,436.50,439.45,435.45,437.85,437.50,440.60,276,13917,6088505.00,
500279,MIRC ELECT  ,B ,Q,18.05,18.90,17.75,17.90,17.90,18.25,42,8618,156165.00,
500280,CENTURY ENKA,B ,Q,223.25,229.15,222.00,227.55,227.55,222.20,141,5050,1141769.00,
500284,LORDS CHLORO,XT,Q,50.10,50.10,45.50,49.90,49.90,47.75,21,466,23047.00,
500285,SPICEJET LTD,A ,Q,141.80,144.00,139.10,141.80,141.80,141.80,7268,891895,126354645.00,
500288,MOREPEN LAB.,B ,Q,18.75,19.10,18.20,18.60,18.60,18.95,121,32134,600334.00,
500290,MRF LTD.    ,A ,Q,56050.50,56050.50,55408.25,55595.80,55600.00,56250.25,213,292,16229384.00,
500292,HEIDEL CEM  ,A ,Q,206.00,208.20,203.50,205.40,204.30,207.60,308,11473,2351308.00,
500294,NCC         ,A ,Q,94.30,97.80,94.25,97.35,97.35,94.85,2288,618038,59639401.00,
500295,VEDL        ,A ,Q,169.10,173.25,168.30,170.10,170.10,169.25,5620,487537,83360763.00,
500296,NAHAR SPG.  ,B ,Q,74.70,75.30,74.25,75.30,75.30,75.65,34,1035,77885.00,
500298,NAT.PEROXIDE,B ,Q,2323.00,2323.00,2245.00,2255.05,2268.00,2316.90,1106,7082,16069187.00,
500300,GRASIM IND. ,A ,Q,900.00,900.00,877.80,888.40,886.00,890.40,952,37210,32983903.00,
500302,PEL         ,A ,Q,2167.65,2167.65,2111.55,2130.45,2127.00,2167.65,1244,23934,50925190.00,
500304,NIIT LTD.   ,B ,Q,106.00,107.20,104.75,104.85,104.80,106.05,238,20143,2131128.00,
500306,JAYKAY      ,X ,Q,4.60,4.80,4.55,4.55,4.55,4.61,3,275,1271.00,
500307,NIRLON      ,B ,Q,202.60,203.00,202.55,202.60,202.60,204.00,28,24601,4984724.00,
500312,ONGC CORPN  ,A ,Q,168.90,171.25,166.20,170.45,170.45,169.00,1338,195862,33278353.00,
500313,OIL COUNTRY ,B ,Q,10.35,10.45,8.91,8.96,8.96,10.61,245,28492,264449.00,
500314,ORIENT HOTEL,B ,Q,41.00,41.65,40.65,41.40,41.40,41.00,14,55935,2311516.00,
500315,ORINTAL BANK,A ,Q,91.40,93.50,91.35,92.80,92.75,91.90,893,259426,24002359.00,
500317,OSWAL AGRO. ,B ,Q,6.81,7.72,6.81,7.57,7.67,7.28,41,1176,8535.00,
500319,INDIAN SUCRO,XT,Q,18.20,19.85,18.20,18.35,19.85,19.15,4,210,3838.00,
500325,RELIANCE    ,A ,Q,1335.20,1338.60,1325.65,1331.10,1331.10,1328.55,6038,201151,268046224.00,
500327,PILITA      ,B ,Q,8.80,9.55,8.80,9.48,9.45,9.05,339,819774,7626433.00,
500329,PENTAMED.G  ,XT,Q,0.31,0.33,0.31,0.31,0.31,0.32,29,49258,15327.00,
500330,RAYMOND     ,A ,Q,809.55,811.75,790.00,799.80,799.80,814.30,897,61442,49422470.00,
500331,PIDILITE    ,A ,Q,1288.00,1292.05,1276.25,1279.80,1280.00,1287.75,882,87433,111987515.00,
500333,PIX TRANS   ,X ,Q,190.00,193.00,187.50,192.30,193.00,192.10,63,3898,739736.00,
500335,BIRLA CORPN.,A ,Q,640.05,640.10,628.00,633.25,633.00,638.30,352,4633,2941551.00,
500336,SURYA ROSHNI,B ,Q,249.75,251.85,249.00,249.50,249.50,249.80,153,6972,1744994.00,
500337,PRIME SECUR.,B ,Q,39.80,39.80,39.25,39.70,39.70,40.40,15,311,12248.00,
500338,PRSMJOHNSN  ,A ,Q,93.90,94.25,93.20,93.85,94.25,94.10,202,19254,1804933.00,
500339,RAIN        ,A ,Q,106.20,106.85,103.75,104.95,104.95,106.25,1167,76212,8010642.00,
500343,AMJLAND     ,B ,Q,19.00,19.00,18.00,18.80,18.60,18.70,41,1844,33501.00,
500350,RSWM  LTD   ,B ,Q,144.00,149.00,143.70,147.85,147.85,146.15,76,1681,245673.00,
500354,RAJSH.SUGAR ,B ,Q,23.30,24.00,22.50,23.30,23.30,24.15,23,1609,37902.00,
500355,RALLIS INDIA,A ,Q,150.35,150.45,147.75,148.50,148.50,149.50,113,4490,668768.00,
500356,RAMANEWS    ,B ,Q,20.05,20.65,20.00,20.05,20.00,20.30,36,7799,157371.00,
500357,RAMA PAPER  ,X ,Q,15.05,16.85,15.05,16.35,16.35,16.20,4,551,8946.00,
500360,RAPICUT CARB,X ,Q,43.05,43.05,42.40,42.40,42.40,43.05,13,1348,57605.00,
500365,RMGALLOY    ,X ,Q,13.00,13.30,12.80,12.90,12.90,13.05,30,10114,132732.00,
500366,ROLTA (I)   ,T ,Q,5.40,5.94,5.40,5.94,5.94,5.66,75,79540,467979.00,
500367,RUBFILA INT.,X ,Q,40.40,41.50,40.20,40.20,40.20,40.80,41,10712,437588.00,
500368,RUCHI SOYA  ,T ,Q,6.50,6.64,6.30,6.39,6.45,6.47,188,105482,679731.00,
500378,JINDAL SAW  ,A ,Q,85.00,85.80,83.30,83.75,83.30,85.20,316,34275,2900077.00,
500380,JK LAKSHMI  ,A ,Q,366.40,367.00,355.80,361.25,362.90,362.70,201,2966,1070314.00,
500387,SHREE CEMENT,A ,Q,20690.00,20690.00,20364.00,20546.85,20653.75,20806.00,252,484,9924222.00,
500390,REL INFRA   ,A ,Q,63.25,66.60,62.05,64.15,64.15,64.95,12609,3109495,201285067.00,
500399,STEELCO GUJ.,XT,Q,3.50,3.50,3.50,3.50,3.50,3.57,4,1549,5421.00,
500400,TATA POWER  ,A ,Q,66.80,67.75,66.00,66.35,66.50,66.30,1055,346847,23261520.00,
500402,SPMLINFRA   ,B ,Q,24.90,24.90,22.50,22.75,22.75,22.80,43,7755,178614.00,
500403,SUNDARAM FAS,A ,Q,544.40,560.05,526.10,531.90,530.05,541.10,561,6646,3580303.00,
500404,SUNFLAG IRON,B ,Q,40.50,41.10,40.00,40.15,40.00,39.95,146,11591,469443.00,
500405,SUPREME PET ,B ,Q,203.00,205.50,203.00,203.40,203.40,206.15,37,520,105995.00,
500407,SWARAJ ENGIN,B ,Q,1387.00,1387.00,1385.00,1385.00,1385.00,1388.10,6,20,27722.00,
500408,TATA ELXSI  ,A ,Q,862.00,870.65,853.60,856.10,855.00,867.25,834,24844,21320286.00,
500410,ACC LTD     ,A ,Q,1580.05,1593.45,1574.00,1579.40,1578.75,1590.75,724,17218,27214092.00,
500411,THERMAX     ,A ,Q,1150.00,1150.00,1097.30,1116.10,1116.10,1132.55,777,6696,7476164.00,
500412,THIRUMALAI  ,B ,Q,80.50,84.70,80.50,83.35,83.35,80.65,339,25050,2057244.00,
500413,THOMAS COOK ,A ,Q,231.75,231.90,226.00,227.10,227.10,232.20,329,11306,2572386.00,
500414,TIMEX GROUP ,X ,Q,44.95,45.70,44.15,44.35,44.35,44.65,41,9375,421090.00,
500418,TOKYO PLAST ,B ,Q,47.90,51.80,47.90,50.50,51.80,49.70,9,226,11500.00,
500420,TORRENT PHAR,A ,Q,1540.20,1568.00,1538.30,1548.90,1548.90,1535.50,1163,36580,57039860.00,
500422,TRANSCHEM   ,X ,Q,20.00,20.20,18.00,19.85,19.85,20.15,14,525,10228.00,
500425,AMBUJA CEME ,A ,Q,222.00,225.00,219.80,220.70,225.00,223.10,900,104312,23117314.00,
500426,UTLINDS     ,X ,Q,14.50,15.25,13.45,13.45,13.45,14.90,24,2605,35256.00,
500429,UNIPHOS ENT.,B ,Q,101.90,101.90,98.30,101.55,101.15,101.45,5,13978,1420006.00,
500440,HINDALCO    ,A ,Q,198.70,202.90,196.90,199.90,199.90,199.50,4361,1280798,256400717.00,
500444,WEST COAS PA,B ,Q,252.65,253.50,245.65,246.25,246.25,255.45,329,10355,2590504.00,
500449,HIND.ORG.CHM,B ,Q,23.00,23.85,22.35,23.10,23.10,23.45,137,22253,516079.00,
500456,PAS.ACRYLON ,X ,Q,18.00,18.00,17.10,17.50,17.50,17.80,50,10519,184157.00,
500459,PROCTER &GAM,A ,Q,10984.85,11150.00,10896.25,11046.50,11150.00,10955.85,198,473,5198436.00,
500460,MUKAND LTD. ,B ,Q,53.00,54.35,48.30,48.95,49.00,52.80,406,58024,2958585.00,
500463,AGCNET      ,B ,Q,108.10,108.85,108.10,108.25,108.25,107.90,6,151,16368.00,
500464,UCAL FUEL   ,B ,Q,156.80,156.85,153.10,153.65,153.20,157.30,56,1811,280371.00,
500467,HARR.MALAYAL,B ,Q,70.00,72.60,68.60,71.00,70.95,70.50,148,7164,508212.00,
500469,FEDERAL BANK,A ,Q,106.60,107.25,104.95,105.15,105.15,107.45,851,203640,21553677.00,
500470,TATA STEEL  ,A ,Q,493.00,508.00,491.00,505.60,505.60,492.80,8497,678523,341545654.00,
500472,SKF INDIA   ,A ,Q,1929.05,1929.05,1893.00,1902.15,1919.95,1934.00,94,1700,3235698.00,
500477,ASHOK LEYL. ,A ,Q,90.90,91.25,89.00,89.25,89.25,91.20,2434,643242,57883128.00,
500480,CUMMINS (I) ,A ,Q,761.00,763.00,747.00,752.00,752.65,763.75,386,9411,7079933.00,
500483,TATA COMM   ,A ,Q,501.60,512.50,487.30,490.15,488.10,506.75,802,42044,20897521.00,
500488,ABBOTT (I)  ,A ,Q,8572.80,8639.60,8530.00,8597.00,8561.00,8587.70,164,514,4402714.00,
500490,BAJ HOLD INV,A ,Q,3765.00,3780.00,3714.30,3749.05,3749.05,3780.15,409,1158,4340413.00,
500493,BHARAT FORGE,A ,Q,475.75,477.00,465.50,468.50,467.70,474.85,769,42439,19877697.00,
500495,ESCORTS LTD.,A ,Q,587.25,593.95,571.85,575.20,576.35,589.70,1342,69814,40518968.00,
500500,HIND.MOTORS ,T ,Q,6.80,7.07,6.51,6.98,7.01,6.82,27,7501,51249.00,
500510,LARSEN & TOU,A ,Q,1526.00,1526.00,1504.00,1509.20,1509.20,1524.70,2816,85576,129349354.00,
500520,MAH & MAH   ,A ,Q,635.00,638.50,629.65,632.50,633.00,638.20,1712,73901,46822774.00,
500530,BOSCH LTD   ,A ,Q,17103.40,17146.85,16854.40,16902.00,16902.00,17155.10,189,328,5576532.00,
500540,PREMIER LTD ,T ,Q,4.25,4.31,4.25,4.31,4.31,4.31,2,2,8.00,
500547,BHARAT PET. ,A ,Q,389.00,390.50,380.00,381.25,381.55,387.05,1597,174482,67057034.00,
500550,SIEMENS LTD.,A ,Q,1257.70,1276.70,1251.80,1260.25,1260.25,1269.65,605,44726,56374696.00,
500570,TATA MOTORS ,A ,Q,171.00,172.00,168.15,169.00,169.00,170.65,4308,796511,135377806.00,
500575,VOLTAS LTD  ,A ,Q,621.00,621.00,605.00,608.15,605.00,615.55,809,43936,26794188.00,
500620,GREAT EASTE ,A ,Q,277.80,277.80,266.85,268.80,266.85,270.10,164,1725,464778.00,
500645,DEEPAK FERT.,A ,Q,135.20,137.00,133.40,134.55,134.55,135.20,319,15772,2127749.00,
500650,EXCEL INDUST,B ,Q,986.75,1020.00,979.90,1013.10,1018.00,984.65,178,1921,1927828.00,
500655,GARWARE POLY,X ,Q,256.00,256.00,252.45,253.25,254.00,255.30,247,11390,2902827.00,
500660,GLAXOSMITH  ,A ,Q,1267.00,1268.50,1264.00,1265.75,1264.10,1265.90,71,554,701510.00,
500670,GUJ.NARMADA ,A ,Q,265.25,277.95,264.95,273.70,271.00,266.20,1246,56323,15395560.00,
500672,NOVARTIS    ,B ,Q,675.00,677.80,671.50,674.60,674.60,674.65,178,2084,1405808.00,
500674,SANOFI      ,A ,Q,5600.00,5626.25,5400.10,5419.90,5419.90,5588.85,210,698,3812281.00,
500676,GLAXOSMITHKL,A ,Q,7746.00,7775.55,7676.75,7733.60,7700.20,7746.80,77,198,1527985.00,
500680,PFIZER LTD. ,A ,Q,3220.00,3240.00,3198.70,3205.80,3208.00,3209.05,199,830,2669061.00,
500690,GUJ.ST.FERT ,A ,Q,101.50,104.60,101.45,101.80,101.80,101.65,822,106942,11019829.00,
