SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
511501,BHARAT BHUSH,X ,Q,17.00,17.00,15.55,16.40,16.40,15.50,12,187,3075.00,
511509,VIVO BIO TEC,X ,Q,38.00,38.00,35.00,35.10,35.10,35.40,9,388,13798.00,
511523,VEERHEALTH  ,X ,Q,7.25,7.25,7.25,7.25,7.25,7.22,3,3515,25483.00,
511525,PAN INDIA C ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,100,19.00,
511533,SAHARA HOUSG,X ,Q,31.30,37.70,31.25,33.15,32.50,34.55,25,1410,47923.00,
511535,NDA SECURIT.,X ,Q,12.96,12.96,12.90,12.93,12.93,12.35,4,1900,24588.00,
511549,MORARKA FIN.,X ,Q,19.00,19.00,19.00,19.00,19.00,19.00,2,143,2717.00,
511551,MONARCH     ,X ,Q,32.55,34.40,32.55,34.40,34.40,33.95,4,247,8171.00,
511557,PRO FIN CAP.,X ,Q,33.60,33.60,33.60,33.60,33.60,34.25,7,194,6518.00,
511559,TIMES GUARAN,T ,Q,36.95,36.95,36.95,36.95,36.95,36.50,3,1200,44340.00,
511571,SOMDATT FIN ,XT,Q,6.16,6.16,6.16,6.16,6.16,6.04,4,925,5698.00,
511589,AVONMORE    ,X ,Q,14.10,15.00,14.09,14.95,14.95,14.60,34,3232,47173.00,
511601,YASH MANAGE.,X ,Q,5.76,5.76,5.76,5.76,5.76,5.72,1,100,576.00,
511605,ARIHANT CAP.,X ,Q,60.50,62.75,54.00,59.15,59.15,60.75,56,3448,201189.00,
511611,DCM FINANCIA,B ,Q,0.91,0.91,0.91,0.91,0.91,0.87,1,10,9.00,
511630,SAMBHAAV MED,B ,Q,3.96,4.00,3.92,3.95,3.92,4.22,14,5102,20169.00,
511658,NETTLINX LTD,X ,Q,35.00,35.95,34.35,35.65,35.65,35.60,23,8260,291725.00,
511664,BGIL FL TEC ,XT,Q,1.81,1.81,1.81,1.81,1.81,1.73,2,510,923.00,
511672,SCANSTL     ,X ,Q,31.65,34.90,31.65,34.85,34.85,34.75,6,281,9641.00,
511676,GIC HOUSING ,A ,Q,244.30,249.60,244.25,247.50,246.65,245.65,137,5489,1356656.00,
511690,WARNER MULTI,XT,Q,0.95,0.95,0.95,0.95,0.95,0.95,1,100,95.00,
511716,ESCORT FINAN,XT,Q,2.92,2.92,2.69,2.92,2.92,2.79,7,1457,4247.00,
511724,BAID LEASING,X ,Q,74.90,74.90,74.05,74.05,74.05,75.40,2,10,744.00,
511726,VIPUL LTD   ,B ,Q,46.80,46.80,41.80,45.70,45.70,44.20,173,26556,1196003.00,
511728,KZ LEAS FIN.,X ,Q,9.00,9.00,9.00,9.00,9.00,8.71,2,66,594.00,
511734,PASUPATI FIN,XT,Q,3.43,3.43,3.43,3.43,3.43,3.61,1,100,343.00,
511736,USHDEV INTNL,XT,Q,0.29,0.29,0.29,0.29,0.29,0.29,1,425,123.00,
511742,UGROCAP     ,X ,Q,200.00,200.00,176.50,190.00,190.00,191.10,13,309,57009.00,
511754,SHALIB.FINAN,X ,Q,85.10,87.95,85.00,85.00,85.00,85.00,39,18600,1581059.00,
511764,UPASANA FIN.,X ,Q,42.10,44.70,40.10,42.15,42.15,42.90,47,30407,1286889.00,
511766,MUTHOOT CAP ,B ,Q,746.00,754.25,735.00,737.15,735.00,743.05,89,884,658477.00,
512047,ROYAL IND   ,X ,Q,1.52,1.58,1.52,1.58,1.58,1.52,4,10110,15967.00,
512068,DECCANGOLD  ,X ,Q,21.55,22.45,20.25,22.00,22.00,21.00,167,35237,760112.00,
512070,UPL         ,A ,Q,1045.00,1045.00,1013.55,1020.65,1022.25,1035.05,1302,50720,51871595.00,
512093,CRANES SOFTW,X ,Q,1.48,1.51,1.28,1.45,1.45,1.42,42,15934,22116.00,
512131,SIGNET IND  ,B ,Q,33.90,33.90,32.90,33.05,32.90,33.60,17,2738,90488.00,
512149,ADVANCE TECH,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,2000,380.00,
512161,8KMILES     ,B ,Q,88.10,94.65,87.30,90.25,90.05,89.45,449,22074,2007786.00,
512165,ABANSENT    ,XT,Q,51.00,51.25,51.00,51.25,51.25,51.00,7,619,31722.00,
512175,VAMA INDS   ,X ,Q,8.44,8.44,7.90,8.00,8.00,8.44,25,8955,71967.00,
512179,SUNTECK REAL,A ,Q,475.00,478.35,466.25,472.05,472.05,470.90,1467,53150,24998261.00,
512217,PRISM MEDI  ,XT,Q,22.75,23.90,22.75,23.90,23.90,23.90,2,350,8020.00,
512229,VERITAS     ,XT,Q,56.45,56.45,56.45,56.45,56.45,55.35,3,400,22580.00,
512237,JAI CORP LTD,A ,Q,114.95,117.20,113.85,114.90,114.90,112.50,1687,157151,18109469.00,
512247,ASHIRWAD CAP,X ,Q,3.46,3.46,3.33,3.42,3.43,3.40,131,88691,300633.00,
512257,SVARTCORP   ,X ,Q,4.50,4.50,4.01,4.02,4.01,4.02,16,9538,40226.00,
512267,MEDIA MATRIX,X ,Q,4.34,4.58,4.34,4.58,4.58,4.56,3,10150,45275.00,
512289,SHIRPUR GOLD,B ,Q,17.85,17.85,17.85,17.85,17.85,18.75,8,997,17796.00,
512296,BHAGYA INL  ,B ,Q,26.00,26.75,26.00,26.75,26.75,27.00,4,800,20837.00,
512297,SHANTAI     ,X ,Q,50.00,50.00,50.00,50.00,50.00,48.00,1,100,5000.00,
512379,CRESSANDA SO,X ,Q,0.20,0.20,0.20,0.20,0.20,0.20,1,20,4.00,
512381,STARTECK    ,XT,Q,22.50,22.50,22.00,22.00,22.00,22.00,8,4450,99475.00,
512425,NIRAV COMMER,X ,Q,200.00,200.00,191.00,200.00,200.00,191.35,4,28,5449.00,
512453,SHRI JAGDAMB,X ,Q,206.45,206.45,191.30,198.00,198.00,199.75,19,657,131247.00,
512455,LLOYDS MET E,X ,Q,10.40,10.40,9.40,9.75,9.75,9.90,21,62585,614455.00,
512463,SHREE GLOBAL,X ,Q,1.77,1.77,1.69,1.70,1.69,1.77,4,550,937.00,
512477,BETEX INDIA ,X ,Q,25.75,25.75,25.10,25.10,25.10,24.65,2,113,2837.00,
512493,GARNET INTL ,X ,Q,44.90,44.90,44.90,44.90,44.90,42.55,1,100,4490.00,
512519,DONEAR IND. ,B ,Q,36.15,38.50,36.15,36.75,36.55,36.90,21,1457,53448.00,
512527,SUPER SAL IN,X ,Q,365.50,374.95,365.00,365.25,374.95,372.95,6,101,36889.00,
512529,SEQUENT     ,B ,Q,69.50,70.45,68.80,69.15,69.15,69.65,1238,196850,13723425.00,
512531,STC INDIA   ,B ,Q,117.70,118.80,115.30,116.05,116.05,116.35,307,21203,2476142.00,
512553,ZENITH EXP. ,T ,Q,56.05,56.05,56.05,56.05,56.05,59.00,4,151,8463.00,
512559,KOHINORFOODS,B ,Q,25.00,25.00,24.35,24.75,24.75,25.25,38,5304,131221.00,
512573,AVANTI FEEDS,A ,Q,364.90,366.00,356.80,359.65,358.30,359.95,819,23028,8308394.00,
512587,ZODIAC JRD  ,B ,Q,36.00,36.50,33.50,36.15,36.00,38.45,31,676,23328.00,
512599,ADANI ENTER ,A ,Q,154.00,159.25,150.70,153.10,153.10,153.50,4314,856859,132838982.00,
512608,BHANDARI HOS,B ,Q,1.77,1.78,1.67,1.77,1.77,1.76,17,10709,18726.00,
512618,RLF LIMITED.,XT,Q,3.83,3.83,3.83,3.83,3.83,4.03,1,10,38.00,
512634,SAVERA IND  ,X ,Q,57.40,57.40,48.15,50.60,50.60,55.10,74,14952,767568.00,
513010,TATA SPONGE ,B ,Q,703.70,723.00,703.65,710.25,706.20,706.85,277,3837,2740526.00,
513023,NAV BHAR VEN,A ,Q,97.00,98.40,96.10,96.50,96.50,97.45,217,13496,1311337.00,
513043,REMI EDEL   ,XT,Q,28.50,28.50,28.50,28.50,28.50,29.95,1,10,285.00,
513059,G.S.AUTO INT,X ,Q,5.85,5.85,5.35,5.64,5.64,5.85,21,6212,33933.00,
513063,TRANSFREIGHT,XT,Q,5.90,5.90,5.90,5.90,5.90,6.21,1,15,88.00,
513097,SHIV.BIMETAL,X ,Q,111.25,111.30,109.00,109.80,109.75,111.10,62,6189,679223.00,
513108,GANDHI SP.TU,B ,Q,402.00,405.90,402.00,405.90,405.90,399.00,4,31,12485.00,
513117,AMFORGE IND.,X ,Q,1.26,1.26,1.26,1.26,1.26,1.26,1,40,50.00,
513121,ORICON ENT  ,B ,Q,22.10,22.80,21.90,21.90,21.90,22.10,80,11800,259984.00,
513142,BALASORE    ,X ,Q,16.20,17.15,16.20,16.85,16.85,16.55,93,22421,376395.00,
513149,ACROW INDIA ,XT,Q,145.30,145.30,145.30,145.30,145.30,152.90,1,100,14530.00,
513179,NAT STL AGRO,B ,Q,3.61,4.08,3.60,3.99,3.99,3.98,10,4433,16198.00,
513216,UTTAM GALVA ,B ,Q,9.08,9.19,8.90,8.96,8.96,9.01,38,4658,42048.00,
513228,PENNAR STEEL,B ,Q,36.50,37.45,36.50,37.15,36.85,36.50,40,4251,156560.00,
513252,JAY USHIN   ,XT,Q,295.00,295.00,293.95,293.95,293.95,291.05,2,41,12093.00,
513262,ST.STR.WHEEL,B ,Q,790.00,795.00,783.05,790.45,785.60,784.00,30,215,169725.00,
513269,MAN IND.(I) ,B ,Q,55.25,55.70,53.85,54.30,54.55,55.35,47,3135,170835.00,
513291,PREM PIPES  ,XT,Q,10.01,10.01,10.01,10.01,10.01,10.21,16,730,7307.00,
513335,METALFORGE  ,B ,Q,6.45,6.98,6.23,6.48,6.47,6.61,14,63,396.00,
513349,AJMERA      ,B ,Q,171.70,173.00,170.55,172.35,172.50,172.35,109,3469,596670.00,
513353,COCHIN MIN. ,X ,Q,167.05,173.95,167.05,169.50,169.50,175.05,11,192,32654.00,
513361,ISW LTD     ,X ,Q,0.99,0.99,0.91,0.94,0.95,0.95,40,33994,31634.00,
513369,RAJKUMAR FRG,X ,Q,29.25,30.15,28.70,30.10,30.10,29.25,12,40012,1202851.00,
513375,CARBORUNDUM ,A ,Q,360.00,361.15,354.50,355.15,355.00,359.25,68,1026,366564.00,
513377,MINERAL&METL,A ,Q,25.00,25.40,24.75,24.90,24.95,24.90,225,105426,2639497.00,
513401,ASHIANA ISP.,X ,Q,22.10,24.10,21.85,23.25,24.00,23.00,5,5,116.00,
513414,SMPL        ,T ,Q,0.43,0.43,0.43,0.43,0.43,0.41,10,24461,10518.00,
513434,TATA METALIK,A ,Q,603.95,610.35,598.05,598.35,598.05,597.60,150,2118,1279693.00,
513436,SHAH ALLOYS ,B ,Q,14.10,14.10,14.05,14.10,14.10,14.50,5,1008,14167.00,
513446,MONNETISPA  ,B ,Q,19.80,19.80,18.75,19.15,19.10,19.70,35,9122,175486.00,
513456,KANISHK ST. ,XT,Q,7.55,7.60,7.55,7.55,7.55,7.90,3,1478,11213.00,
513472,SIMPLEX CAST,X ,Q,57.95,57.95,50.00,54.50,54.50,50.10,9,550,28651.00,
513488,SH.STEEL WIR,XT,Q,12.00,12.00,12.00,12.00,12.00,11.90,1,160,1920.00,
513496,MEWAT ZINC  ,P ,Q,11.16,11.16,11.16,11.16,11.16,11.74,2,400,4464.00,
513502,BARODA EXTR.,XT,Q,0.20,0.20,0.19,0.19,0.19,0.19,5,273,52.00,
513509,KALYANI FORG,T ,Q,260.00,265.00,250.20,260.00,260.00,263.15,9,254,66205.00,
513515,S.R.INDUS.  ,X ,Q,1.57,1.61,1.57,1.61,1.61,1.54,3,322,508.00,
513517,STEELCAST   ,X ,Q,150.00,153.95,147.50,152.35,150.00,152.90,32,10923,1636307.00,
513519,PITTIENG    ,B ,Q,43.50,43.50,42.75,43.00,43.00,43.75,19,1185,50986.00,
513532,PRADEEP MET.,X ,Q,59.20,63.00,59.20,59.95,59.95,63.90,3,80,4796.00,
513548,SHARDA ISPAT,XT,Q,69.30,69.30,69.30,69.30,69.30,69.30,1,8,554.00,
513554,MAHA STEEL  ,B ,Q,212.00,218.00,209.00,215.80,216.00,214.50,64,3416,728233.00,
513566,NOVA IRON&ST,XT,Q,7.50,7.50,7.50,7.50,7.50,7.80,6,278,2085.00,
513599,HIND.COPPER ,A ,Q,41.95,42.80,41.65,41.80,41.80,42.15,256,38122,1607507.00,
513605,SRIPIPES    ,B ,Q,175.00,175.15,172.70,174.55,174.55,174.80,107,3476,605125.00,
513683,NLCINDIA    ,A ,Q,65.15,65.25,64.00,64.55,64.35,64.95,147,12489,808666.00,
513687,SPECTRA IND.,XT,Q,3.68,3.68,3.68,3.68,3.68,3.51,1,100,368.00,
513691,JMT AUTO LTD,B ,Q,1.94,2.00,1.94,1.99,1.95,2.04,17,16331,32145.00,
513693,KIC METALIKS,X ,Q,61.20,66.45,61.20,65.00,65.00,66.60,21,1591,101513.00,
513699,SOLID STONE ,X ,Q,82.45,82.45,82.45,82.45,82.45,86.75,2,7500,618375.00,
513709,SHILP GRAVUR,X ,Q,95.35,95.35,92.00,94.00,94.00,92.15,20,644,60500.00,
513713,WHITEORG    ,X ,Q,12.55,12.55,11.85,12.27,12.25,12.56,299,64383,784697.00,
513729,ARO GRANITE ,B ,Q,50.10,50.30,50.10,50.30,50.30,50.05,7,233,11705.00,
514028,RAJKAMAL SYN,XT,Q,4.78,4.96,4.78,4.96,4.96,4.87,3,413,2042.00,
514030,DEEPAK SPINN,X ,Q,91.50,92.00,91.50,91.75,91.75,91.25,5,1000,91815.00,
514034,JBF IND.LTD ,B ,Q,16.00,16.40,15.50,15.90,15.50,16.15,34,5521,88678.00,
514036,LOY.TEX MILL,X ,Q,379.00,379.00,379.00,379.00,379.00,379.00,1,80,30320.00,
514043,HIMAT.SEIDE ,B ,Q,171.40,171.40,166.00,166.60,166.50,172.50,193,5116,859702.00,
514087,PBM POLYTEX ,X ,Q,70.00,70.00,70.00,70.00,70.00,71.00,1,25,1750.00,
514138,SURYALATA SP,X ,Q,151.30,153.00,151.30,153.00,153.00,151.50,6,262,40035.00,
514162,WELSPUN (I) ,A ,Q,55.00,57.05,54.75,56.15,56.15,55.10,699,125157,7029323.00,
514165,IND.ACRYLICS,X ,Q,12.81,13.19,12.80,12.90,12.90,12.98,58,20473,263979.00,
514167,GANESH ECOSP,B ,Q,300.50,303.20,293.05,301.80,302.00,302.50,24,2503,752464.00,
514171,CEETA IND.  ,XT,Q,4.00,4.39,3.99,4.04,4.00,4.19,54,3841,15458.00,
514175,VARDHMAN POL,T ,Q,5.11,5.35,5.11,5.14,5.14,5.37,15,2341,12148.00,
514183,BLA ROS IND ,X ,Q,61.80,66.50,59.00,65.25,65.25,58.90,1222,224459,14489890.00,
514211,SUMEET INDUS,B ,Q,3.70,3.70,3.26,3.37,3.43,3.45,110,50440,175322.00,
514215,BINNY LTD.  ,X ,Q,118.00,122.80,118.00,119.40,119.05,118.00,9,276,32758.00,
514221,KLIFESTYLE  ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,66200,12578.00,
514234,SANGAM INDIA,B ,Q,57.00,60.50,53.60,55.10,54.70,55.50,57,6604,364148.00,
514264,SEASONS TEXT,X ,Q,7.60,7.60,7.11,7.12,7.11,7.90,12,1398,10431.00,
514266,ZENITH FIBRE,X ,Q,56.80,56.80,55.00,55.00,55.00,53.10,2,55,3034.00,
514272,BHILWARA SP.,X ,Q,16.99,16.99,16.50,16.50,16.50,16.59,19,4808,79595.00,
514286,ASHIMA LTD. ,B ,Q,10.80,10.80,10.25,10.27,10.30,10.73,42,3673,38054.00,
514302,VIPPY SPIN. ,X ,Q,42.70,42.75,39.50,39.60,39.50,39.50,10,1969,78875.00,
514318,JATTAINDUS  ,P ,Q,18.45,18.45,18.45,18.45,18.45,17.71,2,500,9225.00,
514322,KAMADGIRI   ,X ,Q,81.00,89.75,73.25,78.55,79.80,81.00,14,2561,206352.00,
514326,PATSPIN INDI,B ,Q,10.40,10.40,8.16,8.47,8.16,8.93,18,2628,22288.00,
514330,OVERSEAS SYN,X ,Q,2.63,2.63,2.63,2.63,2.63,2.76,4,441,1159.00,
514332,NEOINFRA    ,XT,Q,29.00,29.00,29.00,29.00,29.00,29.00,1,200,5800.00,
514354,PREMIER POLY,B ,Q,26.00,27.00,23.50,24.60,27.00,24.95,8,180,4449.00,
514358,EVERLON SYN.,X ,Q,14.25,14.25,14.22,14.22,14.22,14.10,4,290,4127.00,
514386,GUJ COTEX   ,X ,Q,2.20,2.20,2.20,2.20,2.20,2.28,1,500,1100.00,
514394,AJIL        ,B ,Q,31.85,31.85,31.85,31.85,31.85,32.50,18,6206,197661.00,
514412,SARUPINDUS  ,X ,Q,42.45,42.45,42.45,42.45,42.45,44.65,1,15,636.00,
514418,MANORG      ,X ,Q,397.00,397.00,380.00,388.70,390.00,389.20,233,5311,2051953.00,
514428,HINDU.ADHESI,X ,Q,80.50,81.10,80.50,81.00,81.00,78.75,4,5,404.00,
514442,SRI KPR IND ,X ,Q,20.00,20.00,20.00,20.00,20.00,19.45,2,100,2000.00,
514448,JYOTI RESINS,X ,Q,154.25,154.25,154.25,154.25,154.25,157.35,1,10,1542.00,
514450,MAHA.RUBTECH,X ,Q,36.00,38.95,36.00,38.90,38.95,38.75,4,571,22151.00,
514470,WIMSOME TEXT,B ,Q,25.15,25.30,23.25,25.00,25.00,23.00,17,2950,73216.00,
514474,FAIRDEAL FIL,X ,Q,97.80,98.90,92.15,94.95,95.00,97.85,23,5469,515866.00,
515030,ASAHI IN.GLA,A ,Q,225.05,225.10,219.60,220.20,220.25,224.05,88,668,148156.00,
515037,MURD.CERAM  ,B ,Q,19.70,20.00,19.10,19.70,20.00,19.95,22,994,19489.00,
515043,SAINT-GOBAIN,X ,Q,58.20,59.20,56.50,57.05,57.05,54.25,2440,316044,18146086.00,
515055,ANANTRAJ    ,B ,Q,30.70,31.15,30.20,30.40,30.40,30.60,112,22834,698255.00,
515085,RESTILE CER.,X ,Q,2.55,2.55,2.55,2.55,2.55,2.65,1,38,96.00,
515093,MADHAV MARB.,B ,Q,38.50,38.50,36.60,36.70,36.60,39.00,36,1879,70136.00,
515145,HIND.NAT.GLS,B ,Q,40.60,44.00,38.85,43.80,43.90,43.15,40,1463,60843.00,
515147,HALDYN GLASS,X ,Q,32.60,33.20,32.60,32.65,32.65,32.70,44,6335,207904.00,
516003,DUROPLY     ,X ,Q,72.00,73.00,70.50,70.50,70.50,70.65,10,358,25673.00,
516007,MANGALAM TIM,T ,Q,11.79,11.79,11.78,11.78,11.78,12.40,3,580,6832.00,
516016,SHREYANS IND,B ,Q,146.00,149.70,146.00,146.75,146.75,145.20,22,663,97201.00,
516022,STAR PAPER  ,B ,Q,111.10,115.70,111.05,112.40,112.20,112.35,53,1495,168618.00,
516030,YASH PAPERS ,X ,Q,55.90,56.35,53.55,53.90,53.55,55.00,204,137809,7599445.00,
516064,ARROWGREEN  ,B ,Q,54.90,59.00,51.05,53.80,53.80,53.10,205,8563,469083.00,
516072,VISHNU CHEM ,B ,Q,138.00,138.00,137.70,138.00,138.00,140.45,11,114,15724.00,
516078,JUMBO BAG   ,Z ,Q,10.50,10.50,10.50,10.50,10.50,11.00,3,493,5176.00,
516082,N.R.AGARWAL ,B ,Q,238.90,242.00,236.70,241.85,241.85,245.90,34,495,118905.00,
516086,SH.RAJES.PAP,XT,Q,8.69,8.69,8.69,8.69,8.69,8.28,1,1000,8690.00,
516092,3PLAND      ,T ,Q,9.05,9.89,9.05,9.89,9.89,9.50,2,50,473.00,
516096,SANGAL PAPER,XT,Q,111.10,115.00,109.25,109.80,109.80,115.00,38,1497,165894.00,
516106,SH.KARTHIK P,X ,Q,4.96,4.96,4.54,4.90,4.90,4.77,20,4125,18832.00,
516108,S.I.PAPER   ,XT,Q,77.00,77.00,77.00,77.00,77.00,77.00,4,749,57673.00,
516110,SCANDENT    ,XT,Q,9.35,9.35,9.35,9.35,9.35,9.50,1,300,2805.00,
517015,VINDHYA TELE,B ,Q,1388.75,1388.75,1365.25,1373.50,1365.90,1392.30,37,220,303610.00,
517035,RUTTONSHA IN,X ,Q,47.00,47.00,44.05,46.95,47.00,46.00,17,1686,78920.00,
517041,ADORWELDING ,B ,Q,348.05,350.00,348.05,350.00,350.00,345.10,16,526,184042.00,
517044,INT.DATA MAN,XT,Q,9.99,9.99,9.99,9.99,9.99,10.21,1,2,19.00,
517059,SALZER ELEC ,B ,Q,137.40,137.40,132.10,133.20,132.70,134.85,28,6496,869516.00,
517063,JETINFOTRAN ,X ,Q,40.90,40.90,38.00,38.80,38.80,40.70,15,454,17301.00,
517080,HIGHGROUND  ,B ,Q,4.15,4.27,3.63,3.76,3.65,4.00,193,42636,168073.00,
517096,APLAB LTD.  ,XT,Q,9.45,9.45,9.45,9.45,9.45,9.45,2,100,945.00,
517119,PCS TECH    ,X ,Q,6.79,6.79,6.46,6.64,6.50,6.79,9,170,1120.00,
517146,USHA MART.LT,B ,Q,30.85,31.05,30.25,30.50,30.50,30.55,127,55115,1685865.00,
517166,SPEL SEMICON,X ,Q,6.95,6.95,5.83,6.40,6.40,6.38,27,3915,24416.00,
517168,SUBROS LTD. ,B ,Q,249.15,253.10,248.25,250.60,250.10,252.75,56,551,138057.00,
517174,HONEYWELL   ,A ,Q,25756.05,25834.65,25620.00,25767.35,25834.65,25874.10,18,19,488475.00,
517201,SWITCH.TECH.,XT,Q,59.30,59.30,59.30,59.30,59.30,56.85,1,1,59.00,
517206,LUMAX IND   ,B ,Q,1365.00,1372.65,1337.10,1344.80,1358.00,1372.35,67,204,273929.00,
517224,SUJANA INDUS,T ,Q,0.26,0.26,0.26,0.26,0.26,0.25,3,1023,265.00,
517236,CALCOM VISIO,X ,Q,22.25,23.90,22.25,22.25,22.25,22.30,19,1502,33604.00,
517238,DYNAVISION  ,XT,Q,50.80,51.00,48.45,48.45,48.45,51.00,5,330,16482.00,
517246,BCC FUBA    ,XT,Q,17.50,17.54,16.95,17.53,17.53,16.71,70,35458,617145.00,
517258,PRECISION EL,XT,Q,28.00,29.65,28.00,28.75,29.65,28.25,6,915,26304.00,
517271,HBL P SYS   ,B ,Q,24.15,24.75,24.00,24.10,24.10,24.15,97,9326,225418.00,
517288,GUJARATPOLY ,X ,Q,24.00,24.50,23.20,23.50,23.50,24.40,37,1569,36925.00,
517300,GUJ.IND.POW.,B ,Q,74.80,74.80,74.10,74.20,74.45,74.95,69,4856,361086.00,
517330,CMI LTD.    ,B ,Q,122.00,122.95,119.80,121.90,121.60,120.40,31,1075,131320.00,
517334,MOTHERSON SS,A ,Q,119.00,122.80,118.90,122.35,122.35,118.05,4460,792186,96434329.00,
517344,MINDTECK (I),B ,Q,48.00,50.90,46.90,48.55,49.05,47.80,53,5667,277723.00,
517354,HAVELLSINDIA,A ,Q,790.10,790.95,775.90,781.30,782.00,791.60,862,29248,22830492.00,
517372,GUJ.INTRUX  ,X ,Q,81.00,83.00,81.00,83.00,83.00,81.00,4,11,903.00,
517380,IGARSHI MOT ,B ,Q,206.00,206.00,195.35,199.05,200.50,209.40,468,4679,940907.00,
517385,SYMPHONY    ,A ,Q,1304.00,1337.00,1282.60,1301.65,1294.50,1312.20,367,2195,2851345.00,
517411,SHYAM TELEC.,B ,Q,5.20,5.20,5.20,5.20,5.20,5.42,2,339,1762.00,
517415,LEE&NEE SOFT,XT,Q,1.10,1.10,1.10,1.10,1.10,1.10,9,9265,10191.00,
517417,PATEL AIRTEM,X ,Q,91.80,91.80,90.00,91.00,91.00,92.10,38,1695,154490.00,
517421,BFLYGANDHI  ,B ,Q,173.00,173.80,169.00,172.00,172.00,172.90,112,3888,662233.00,
517447,R.S.SOFTWARE,B ,Q,25.70,25.85,25.40,25.55,25.40,25.55,38,3297,84441.00,
517467,MARSONS     ,Z ,Q,1.88,1.88,1.88,1.88,1.88,1.80,1,5,9.00,
517477,ELNET TECH. ,X ,Q,96.35,96.50,96.35,96.50,96.50,96.30,4,160,15419.00,
517481,APTL        ,XT,Q,1.71,1.71,1.71,1.71,1.71,1.71,1,49,83.00,
517494,ACCEL       ,X ,Q,6.30,9.08,6.19,8.42,8.15,7.69,78,52682,433942.00,
517498,WEBELSOLAR  ,B ,Q,32.00,33.80,30.00,30.50,30.50,32.35,622,78525,2457953.00,
517500,ROTO PUMPS  ,X ,Q,152.50,155.00,148.10,148.95,148.10,150.00,415,97870,15082010.00,
517506,TTK PRESTIGE,A ,Q,7090.00,7112.15,7045.10,7058.85,7099.85,7108.90,64,1556,11029804.00,
517514,DHINDIA     ,X ,Q,19.95,20.80,18.00,18.55,18.95,19.45,35,7404,144692.00,
517518,LEEL        ,T ,Q,7.65,7.70,7.05,7.28,7.70,7.34,86,21572,162659.00,
517522,RAJ GLO WIR ,X ,Q,940.00,940.00,915.00,925.25,927.70,920.40,40,3772,3475376.00,
517530,SURANATP    ,B ,Q,4.04,4.04,4.04,4.04,4.04,4.05,2,150,606.00,
517536,ONWARD TECHN,B ,Q,69.35,71.45,68.00,68.70,68.55,68.00,246,22883,1582416.00,
517544,CENTUM ELEC ,B ,Q,516.75,525.00,508.00,520.05,520.05,524.00,28,208,107077.00,
517548,STARLITE COM,X ,Q,14.00,14.25,13.20,13.50,14.25,14.20,5,120,1620.00,
517554,NHCFOODS    ,X ,Q,6.50,6.65,6.50,6.50,6.50,6.84,13,13130,85750.00,
517562,TRIGYN TECH ,B ,Q,69.00,69.30,68.05,68.30,68.05,69.35,52,3091,211721.00,
517569,KEI INDUST. ,A ,Q,474.00,483.35,466.10,469.15,466.10,473.70,1237,21246,10117516.00,
517571,IMPPOWERS   ,B ,Q,32.75,32.75,32.75,32.75,32.75,34.15,1,295,9661.00,
518011,KEERTHI     ,XT,Q,55.00,56.35,54.00,56.30,56.30,54.00,9,2478,137569.00,
518029,GUJ.SIDH.CEM,B ,Q,20.55,20.70,20.20,20.25,20.20,20.55,36,3155,64292.00,
518075,SURAJ PRODUC,Z ,Q,20.25,20.25,20.25,20.25,20.25,21.30,3,850,17212.00,
518091,ANJANI PORTL,B ,Q,172.00,172.00,165.00,167.15,165.00,176.80,28,353,59614.00,
519003,MODINATURAL ,X ,Q,59.00,62.00,59.00,59.00,59.00,62.10,4,136,8324.00,
519031,SHAH FOOD(P),XT,Q,51.70,51.70,51.70,51.70,51.70,51.70,2,60,3102.00,
519091,TASTY BITE  ,B ,Q,8150.10,8200.00,8027.75,8200.00,8200.00,8150.00,5,6,48922.00,
519097,RITESH INTER,XT,Q,5.98,5.98,5.98,5.98,5.98,5.70,4,2216,13251.00,
519105,AVT NATURAL ,B ,Q,25.80,26.45,25.50,25.80,25.80,25.50,18,1381,35854.00,
519126,HIND.FOODS  ,X ,Q,420.00,435.00,420.00,429.15,427.00,417.95,118,421379,179123894.00,
519136,NAHAR INDUST,B ,Q,37.00,37.70,36.25,37.70,37.70,36.55,5,285,10513.00,
519156,VADILAL IND ,B ,Q,508.30,511.40,497.50,501.85,497.50,506.85,104,940,477000.00,
519183,ADF FOODS LT,B ,Q,296.00,296.00,291.00,292.45,292.00,297.40,206,2955,864186.00,
519216,AJANTA SOYA ,XT,Q,23.90,25.05,23.15,23.45,23.45,23.90,12,988,23916.00,
519224,WILLIAM.MAGO,B ,Q,25.95,25.95,23.65,23.65,23.65,24.75,16,886,21254.00,
519248,JVL AGRO    ,Z ,Q,1.21,1.21,1.15,1.15,1.15,1.21,15,18953,21801.00,
519260,SANWARIA    ,B ,Q,6.91,6.91,6.66,6.77,6.76,6.86,378,228816,1545529.00,
519262,PRIMA AGRO L,XT,Q,10.90,10.90,10.70,10.90,10.90,10.90,6,702,7591.00,
519287,MODERN DAIRI,XT,Q,4.07,4.10,3.75,3.82,4.08,3.91,13,458,1804.00,
