SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531253,INDIA GELAT.,X ,Q,98.15,101.00,93.15,93.50,93.20,98.20,35,956,90302.00,
531254,OPTIFIN     ,X ,Q,19.00,19.00,19.00,19.00,19.00,18.60,1,50,950.00,
531255,PARAGON FIN.,X ,Q,18.48,18.48,17.56,18.47,18.47,18.48,4,262,4749.00,
531266,VST TILLERS ,B ,Q,1252.85,1283.75,1246.10,1266.90,1274.85,1256.10,19,65,82062.00,
531268,B2B SOFT.   ,XT,Q,8.25,8.25,8.13,8.13,8.13,8.55,3,1000,8190.00,
531273,RADHE DEVLOP,X ,Q,8.62,9.47,8.01,8.38,8.40,8.90,51,6769,56059.00,
531278,ELIXIR      ,X ,Q,33.90,33.90,32.20,33.40,33.40,33.95,15,170,5677.00,
531287,NAT PLASTIC ,X ,Q,33.50,33.50,33.50,33.50,33.50,33.50,18,1432,47972.00,
531289,NATFIT      ,X ,Q,71.05,73.95,70.00,70.25,70.00,72.00,21,767,54460.00,
531306,DHP INDIA LT,X ,Q,600.00,602.75,581.05,585.50,594.80,591.15,56,1010,602305.00,
531307,SRK INDUS   ,X ,Q,0.67,0.67,0.67,0.67,0.67,0.62,3,3100,2077.00,
531328,KRETTOSYS   ,X ,Q,9.36,9.36,9.36,9.36,9.36,10.40,2,23,215.00,
531335,ZYDUS WELL  ,A ,Q,1351.00,1369.00,1348.45,1352.35,1350.55,1369.20,88,427,579091.00,
531337,JUMPNET     ,X ,Q,52.50,53.80,52.10,53.50,53.25,52.60,108,355636,18910405.00,
531340,BERVIN INV. ,XT,Q,6.02,6.02,6.02,6.02,6.02,6.33,1,1,6.00,
531344,CONTAIN.CORP,A ,Q,536.00,540.80,533.00,538.30,536.50,534.80,455,9698,5210908.00,
531346,EASTERN TRED,X ,Q,42.95,42.95,40.85,40.85,40.85,43.00,8,619,25311.00,
531349,PANACEA BIOT,B ,Q,156.80,162.00,155.50,160.65,160.65,156.75,51,1194,189274.00,
531358,CHOICE INT. ,X ,Q,61.10,61.50,55.05,55.85,59.00,60.70,50,5808,351853.00,
531359,SHRIRAM ASSE,XT,Q,150.40,150.40,149.20,149.20,149.20,157.00,28,1750,261755.00,
531373,BYKE HOSP   ,B ,Q,23.90,24.00,23.55,23.55,23.55,23.55,40,6673,159068.00,
531381,ARIHANT FOUN,B ,Q,29.95,29.95,26.05,29.80,29.80,27.05,6,6,171.00,
531390,UPSURGE INV.,XT,Q,20.20,20.20,19.50,19.50,19.50,19.30,2,11,218.00,
531396,WOMEN NETWOR,X ,Q,2.47,2.47,2.47,2.47,2.47,2.36,1,100,247.00,
531400,ALMONDZ GLO ,B ,Q,20.20,22.00,20.10,21.30,20.60,22.70,6,550,11207.00,
531402,LWS KNITWEAR,XT,Q,4.18,4.18,4.18,4.18,4.18,3.99,8,3201,13380.00,
531404,ZICOM ELECTR,T ,Q,1.90,1.95,1.90,1.92,1.90,2.00,13,1792,3452.00,
531410,GUJ.FOILS   ,XT,Q,1.63,1.63,1.62,1.62,1.62,1.63,4,514,833.00,
531411,TUNI TEXTILE,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,1000,190.00,
531412,RADIX IND   ,X ,Q,83.15,83.65,83.15,83.65,83.65,83.10,2,39,3257.00,
531417,MEGA CORPN. ,X ,Q,0.34,0.34,0.34,0.34,0.34,0.35,5,1690,574.00,
531426,TAMIL.NEWSPR,A ,Q,183.20,187.00,179.70,184.25,187.00,183.35,146,2920,537402.00,
531429,ADVENT COMP.,X ,Q,2.31,2.31,2.09,2.09,2.09,2.20,4,560,1287.00,
531431,SHAKTI PUMPS,B ,Q,430.45,438.60,426.00,429.00,427.55,434.50,102,743,321185.00,
531437,PWASML      ,X ,Q,22.95,24.00,21.05,22.70,23.90,24.80,30,302,6823.00,
531439,GOLDSTONE EN,B ,Q,10.95,11.01,10.30,11.01,11.01,11.02,9,685,7471.00,
531449,GRM OVERSEAS,X ,Q,236.10,236.10,229.50,229.60,229.50,225.05,4,141,32382.00,
531453,MOHIT INDUS.,B ,Q,5.77,7.50,5.77,7.48,7.48,7.00,9,21,143.00,
531454,POLYLINK POL,X ,Q,12.75,12.75,12.75,12.75,12.75,13.30,3,454,5788.00,
531471,DUKE OFFSHOR,X ,Q,19.25,20.50,18.10,19.00,18.60,19.65,56,4439,83929.00,
531472,CYBELE IND  ,XT,Q,7.01,7.01,7.01,7.01,7.01,7.15,5,1615,11321.00,
531489,CG-VAK SOFTW,X ,Q,43.00,43.00,41.80,41.80,41.80,41.00,2,28,1182.00,
531497,MADHUCON PRJ,B ,Q,6.62,6.63,6.10,6.63,6.63,6.32,27,4105,27025.00,
531499,SYBLY INDS. ,X ,Q,2.31,2.31,2.31,2.31,2.31,2.20,2,160,369.00,
531500,RAJESH EXPO.,A ,Q,674.95,687.00,672.30,681.90,679.15,670.10,656,46745,31662991.00,
531502,ESAAR (I)LTD,X ,Q,2.25,2.25,2.25,2.25,2.25,2.29,2,1010,2272.00,
531503,MARIS SPIN. ,X ,Q,58.85,58.85,58.85,58.85,58.85,56.10,1,3,176.00,
531508,EVEREADY (I),B ,Q,86.20,86.50,84.00,86.00,85.80,87.05,82,8744,751383.00,
531509,STEP TWO COR,XT,Q,6.95,6.95,6.95,6.95,6.95,6.91,3,19,132.00,
531512,ORIENT TRADE,X ,Q,7.44,7.45,7.02,7.32,7.32,7.28,281,297546,2196553.00,
531518,VIKASPROP   ,X ,Q,10.45,10.45,10.45,10.45,10.45,10.66,77,18034,188455.00,
531524,I.C.S.A. IND,T ,Q,0.98,0.98,0.98,0.98,0.98,1.03,1,1,0.00,
531531,HATSUN AGRO ,A ,Q,717.75,717.75,709.30,711.40,716.00,714.00,8,81,57736.00,
531539,RISHABH DIGH,X ,Q,34.05,35.00,33.70,33.70,33.70,33.60,12,274,9324.00,
531540,MARUTI INFRA,X ,Q,18.55,18.90,17.50,17.50,17.50,18.60,41,5174,96694.00,
531541,AVONLIFE    ,Z ,Q,2.50,2.50,2.48,2.48,2.48,2.60,5,2665,6610.00,
531543,JINDAL WORLD,B ,Q,73.25,74.85,72.00,72.60,72.00,72.60,222,53845,3932285.00,
531548,SOMANY CRAM ,B ,Q,426.95,430.00,424.00,425.35,424.20,424.15,78,858,365023.00,
531556,CORAL (I)FIN,B ,Q,16.65,16.65,15.40,15.45,15.40,15.40,8,1207,18701.00,
531574,VAS INFRA   ,X ,Q,5.69,5.69,5.69,5.69,5.69,5.98,3,25000,142250.00,
531583,RAP MEDIA   ,X ,Q,6.32,6.32,6.32,6.32,6.32,6.65,1,90,568.00,
531591,BAMPSL SECUR,X ,Q,1.37,1.37,1.37,1.37,1.37,1.43,1,200,274.00,
531592,GENPHARMA   ,XT,Q,11.33,11.33,11.29,11.29,11.29,11.88,5,60,678.00,
531595,CGCL        ,B ,Q,164.45,169.45,163.50,167.35,167.35,166.55,3609,279400,46470061.00,
531599,FDC LIMITED ,B ,Q,171.40,174.70,171.20,173.20,173.15,174.40,111,2389,413837.00,
531608,GORANI INDUS,X ,Q,15.00,15.00,15.00,15.00,15.00,14.90,1,386,5790.00,
531609,KG PETROCHEM,XT,Q,94.75,94.75,90.05,90.05,90.05,94.75,5,351,33017.00,
531613,MAL         ,XT,Q,1.32,1.32,1.32,1.32,1.32,1.38,1,200,264.00,
531616,STARCOM     ,XT,Q,118.70,118.70,118.70,118.70,118.70,124.70,1,1,118.00,
531624,COUNTRY COND,T ,Q,3.26,3.26,3.26,3.26,3.26,3.43,3,1020,3325.00,
531633,LINCOLN PHAR,B ,Q,165.80,167.50,164.00,164.10,164.00,168.00,44,1734,287472.00,
531637,SWORD &SHIEL,XT,Q,5.11,5.11,5.11,5.11,5.11,5.01,4,990,5058.00,
531642,MARICOLTD   ,A ,Q,377.10,377.90,368.50,369.40,368.50,377.10,320,14471,5393219.00,
531644,TOKYO FINANC,X ,Q,8.82,8.82,8.82,8.82,8.82,8.40,1,200,1764.00,
531661,HITTCO TOOLS,XT,Q,6.63,6.63,6.63,6.63,6.63,6.97,1,100,663.00,
531667,RRMETAL     ,X ,Q,20.20,24.00,20.20,20.55,20.50,22.40,19,682,14531.00,
531687,KARUTURI GLO,T ,Q,1.00,1.07,1.00,1.05,1.05,1.03,45,277665,288204.00,
531688,PRITHVIEXCH ,X ,Q,36.65,36.75,36.65,36.70,36.70,35.00,7,1015,37280.00,
531717,VIDHIING    ,B ,Q,68.75,70.35,68.75,69.70,70.35,69.05,140,7004,485979.00,
531719,BHAGIRA.CHEM,X ,Q,480.10,509.00,480.10,490.75,490.00,496.80,28,8962,4429332.00,
531723,STAMPEDE CAP,T ,Q,0.99,0.99,0.99,0.99,0.99,1.04,8,5738,5680.00,
531727,MENON PISTON,X ,Q,18.55,18.95,18.55,18.65,18.65,18.55,21,4348,80934.00,
531737,GREENCREST  ,X ,Q,1.04,1.04,1.04,1.04,1.04,1.06,2,20,20.00,
531739,GENNEX LAB  ,X ,Q,3.63,3.99,3.63,3.82,3.80,3.81,95,53892,204035.00,
531761,APOLLOPIPES ,X ,Q,390.20,429.00,390.20,424.90,424.90,399.75,263,65592,27193988.00,
531768,POLY MEDICUR,B ,Q,186.85,186.85,166.50,170.50,180.00,181.00,92,651,114485.00,
531769,PFL INFOTECH,Z ,Q,10.00,10.00,10.00,10.00,10.00,10.00,1,50,500.00,
531795,ATUL AUTO   ,B ,Q,285.00,294.90,280.90,282.20,283.00,287.70,68,971,275592.00,
531802,PRERNA INFR ,XT,Q,24.50,24.50,22.25,24.45,24.45,23.35,10,6292,145898.00,
531814,TIRUPATI SAR,X ,Q,12.50,13.00,12.20,12.33,12.72,12.61,30,4147,51855.00,
531822,RODIUM      ,X ,Q,115.90,115.90,114.45,114.85,114.85,114.50,15,3486,400838.00,
531842,LAHOTI OVER.,X ,Q,17.60,17.60,16.75,16.80,16.80,17.00,12,2309,38791.00,
531845,ZENITH BIRLA,T ,Q,0.45,0.47,0.45,0.47,0.47,0.45,2,144,66.00,
531859,ORIENTAL VEN,X ,Q,53.00,54.85,53.00,54.80,54.85,53.10,16,7790,425205.00,
531861,JOINDRE CAPI,X ,Q,15.70,16.65,15.70,16.50,16.50,16.30,8,3191,52641.00,
531862,BHARATAGRI  ,X ,Q,115.00,115.00,108.00,109.50,109.50,109.15,10,258,28260.00,
531867,UNITECH INTE,X ,Q,6.01,6.01,5.90,5.90,5.90,6.15,3,725,4302.00,
531869,SACHETA MET.,X ,Q,17.90,17.90,16.65,17.15,17.60,17.55,24,3431,58542.00,
531878,ANJANI FINL ,X ,Q,2.35,2.35,2.35,2.35,2.35,2.44,1,1800,4230.00,
531881,GMETCOAL    ,X ,Q,12.77,12.77,12.77,12.77,12.77,12.77,3,50,638.00,
531882,KWALITYLTD  ,B ,Q,4.11,4.11,3.50,3.55,3.51,4.05,380,310512,1127674.00,
531888,REXNORD ELE.,X ,Q,27.00,28.70,26.00,26.70,26.60,27.15,28,3937,104528.00,
531892,KHANDWALA SE,B ,Q,14.00,14.00,14.00,14.00,14.00,14.00,1,250,3500.00,
531893,SAWACA BUSI ,XT,Q,1.43,1.43,1.43,1.43,1.43,1.43,1,20,28.00,
531898,SANGUINE MD ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,10000,1900.00,
531900,CCL INTER   ,X ,Q,9.10,9.10,9.10,9.10,9.10,9.10,1,25,227.00,
531909,SWAGRUHA    ,XT,Q,5.39,5.40,5.39,5.40,5.40,5.40,14,150,809.00,
531911,GALAXY AGRIC,XT,Q,11.62,11.62,11.62,11.62,11.62,12.23,1,50,581.00,
531921,AGAR IND COR,B ,Q,155.95,155.95,137.15,139.40,139.40,144.95,16,362,52055.00,
531925,SHANTANU SHE,XT,Q,0.96,0.96,0.96,0.96,0.96,1.01,13,11639,11173.00,
531928,GOLDEN CARPE,XT,Q,4.16,4.16,4.16,4.16,4.16,4.37,1,10,41.00,
531950,VERTEX SEC. ,X ,Q,1.45,1.45,1.37,1.40,1.37,1.55,11,5511,7810.00,
531952,RIBA TEXTILS,X ,Q,62.30,70.70,58.20,70.20,70.05,64.30,229,48894,3341036.00,
531972,TRIDENTTOOL ,XT,Q,10.70,10.70,10.70,10.70,10.70,11.25,1,100,1070.00,
531977,CHARTERLOGIS,XT,Q,4.79,4.86,4.40,4.61,4.78,4.63,52,26050,123608.00,
531978,AMBIKA COTTO,B ,Q,1090.00,1100.00,1075.00,1078.00,1075.00,1086.55,76,289,314514.00,
531979,HIND ALUMIN ,X ,Q,57.05,64.80,57.05,58.65,58.15,59.50,20,294,17673.00,
531989,DECCAN POLYP,XT,Q,2.86,2.86,2.86,2.86,2.86,2.86,1,40,114.00,
532001,INDUCTO STL.,X ,Q,13.65,13.65,13.65,13.65,13.65,13.00,1,455,6210.00,
532011,POOJA ENT   ,X ,Q,13.70,13.76,13.70,13.75,13.75,13.70,7,245167,3366040.00,
532015,GRAVITY (I) ,X ,Q,1.77,1.95,1.77,1.95,1.95,1.86,3,166,308.00,
532034,SAFALHBS    ,Z ,Q,1.22,1.22,1.22,1.22,1.22,1.17,41,47000,57340.00,
532035,UNISTAR MULT,XT,Q,3.61,3.61,3.61,3.61,3.61,3.80,1,200,722.00,
532039,ZENOTECH    ,X ,Q,19.10,19.40,18.60,18.70,18.60,19.90,56,20114,377103.00,
532051,SWELECT     ,B ,Q,216.10,232.00,210.00,211.25,211.25,213.10,54,540,119249.00,
532053,WALLFORT FIN,X ,Q,27.25,33.75,25.20,33.00,33.75,30.00,27,3466,104466.00,
532054,KDDL LTD    ,B ,Q,435.00,435.00,430.00,430.25,430.00,438.45,6,102,43885.00,
532067,KILPEST (I) ,X ,Q,100.00,101.00,95.25,96.50,95.70,98.15,68,3995,391323.00,
532070,SUPERB PAPER,X ,Q,17.10,17.10,17.10,17.10,17.10,18.00,1,1,17.00,
532081,KSERASERA   ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,10,4055,770.00,
532090,VANDANA     ,XT,Q,0.20,0.20,0.20,0.20,0.20,0.21,2,3000,600.00,
532092,SAGARPROD   ,XT,Q,5.67,5.96,5.67,5.93,5.96,5.96,4,863,5121.00,
532097,MUKAND ENGG.,B ,Q,14.50,14.60,14.50,14.60,14.55,15.20,3,1408,20536.00,
532113,BRIJLAXMI LE,X ,Q,1.32,1.32,1.32,1.32,1.32,1.34,3,6,7.00,
532123,BSE  INFRA  ,B ,Q,1.57,1.60,1.52,1.53,1.57,1.58,26,11135,17174.00,
532129,HEXAWARE TEC,A ,Q,349.00,358.55,343.65,344.65,344.65,345.95,2092,128675,45359236.00,
532134,BANKBARODA  ,A ,Q,121.00,121.75,118.10,119.00,119.00,120.85,4608,1084328,130380502.00,
532139,G-TECH INFO.,XT,Q,0.84,0.84,0.84,0.84,0.84,0.88,2,600,504.00,
532140,MOHITE      ,X ,Q,11.40,12.55,11.40,12.55,12.55,12.00,2,13,151.00,
532141,ANDHRA CEMEN,T ,Q,4.20,4.20,4.00,4.10,4.10,4.14,28,11778,47681.00,
532143,SKM EGG PROD,B ,Q,38.95,38.95,36.00,37.15,37.15,39.90,82,10896,402562.00,
532144,WELCORP     ,A ,Q,141.30,142.35,139.80,140.25,140.25,139.90,338,31396,4415187.00,
532149,BNK OF INDIA,A ,Q,86.25,87.70,85.50,86.30,86.30,86.50,1372,483517,41953798.00,
532150,INDRAPRAST  ,B ,Q,37.80,38.25,37.60,37.85,37.85,38.10,93,7483,283156.00,
532155,GAIL (I) LTD,A ,Q,308.30,311.50,307.90,308.70,308.70,308.15,2042,150408,46523769.00,
532156,VAIBHAVGBL  ,B ,Q,795.45,796.75,770.10,780.15,780.15,793.35,102,544,425149.00,
532159,TRESCON     ,X ,Q,81.00,81.00,79.00,79.90,79.00,80.00,6,650,51950.00,
532162,JK PAPER    ,B ,Q,126.95,127.00,125.55,126.00,126.00,127.25,243,19988,2527150.00,
532163,SAREGAMA (I),B ,Q,534.00,542.80,531.50,533.35,534.00,537.65,94,351,188129.00,
532172,ADROITINFO  ,T ,Q,13.80,13.80,13.15,13.15,13.15,13.80,2,601,8293.00,
532173,CYBERTECH   ,B ,Q,45.50,45.50,43.70,44.75,44.05,43.95,10,2350,105884.00,
532174,ICICI BANK  ,A ,Q,420.00,421.65,416.20,417.90,417.90,420.00,3422,310682,130075461.00,
532175,CYIENT      ,A ,Q,555.05,555.25,535.00,535.60,535.60,556.20,306,3876,2104231.00,
532178,ENGINRS.(I) ,A ,Q,119.50,119.50,116.15,116.50,116.50,117.05,290,32187,3771890.00,
532179,CORPN.BANK  ,A ,Q,23.40,23.70,23.00,23.45,23.60,23.60,176,20848,488461.00,
532180,DHANALAK.BNK,B ,Q,17.40,17.65,17.40,17.55,17.50,17.45,26,6524,114165.00,
532181,GUJ.MINERAL ,A ,Q,74.70,75.50,74.00,74.25,74.20,75.50,122,12050,896888.00,
532183,GAYATRI SUGR,X ,Q,2.11,2.18,2.08,2.08,2.08,2.18,17,26900,56196.00,
532187,INDUSIND BNK,A ,Q,1491.35,1495.10,1412.05,1425.10,1425.10,1490.05,18024,445580,640449685.00,
532189,INDIA TOURIS,B ,Q,270.75,270.75,266.15,266.45,266.20,271.10,15,219,58438.00,
532209,J & K BANK  ,A ,Q,41.40,43.20,40.60,42.35,42.35,41.70,2030,238586,10018007.00,
532210,CITY UNION  ,A ,Q,218.50,219.20,216.30,217.00,216.30,217.95,225,15418,3352070.00,
532212,ARCHIES LTD ,B ,Q,22.20,22.20,22.20,22.20,22.20,22.00,1,100,2220.00,
532215,AXIS BANK   ,A ,Q,820.00,822.90,796.75,800.15,800.15,819.70,3945,335092,271476879.00,
532216,HB STOCKHOL.,B ,Q,7.78,8.69,7.78,8.69,8.69,8.64,3,60,507.00,
532218,SOUTH IND.BK,A ,Q,13.35,13.43,13.04,13.21,13.21,13.37,879,726893,9577701.00,
532221,SONATA SOFT.,A ,Q,354.95,359.75,354.75,355.85,355.85,357.50,93,1260,450315.00,
532230,BENGAL TEA &,X ,Q,34.25,34.25,34.25,34.25,34.25,35.30,1,1,34.00,
532234,NAT.ALUM    ,A ,Q,49.70,49.70,49.00,49.10,49.10,49.30,667,353409,17424484.00,
532240,INDIA NIPPON,B ,Q,410.00,410.00,395.00,399.00,399.00,400.70,71,769,309633.00,
532259,APAR INDUS. ,B ,Q,608.65,614.80,608.00,610.70,609.05,612.00,24,175,106966.00,
532268,ACCELYA     ,B ,Q,886.75,894.00,881.30,883.00,883.00,897.20,23,157,138952.00,
532271,CYBERMATE   ,X ,Q,2.17,2.19,1.90,2.00,1.90,2.09,64,44068,88910.00,
532275,LANDMARC LEI,XT,Q,0.38,0.38,0.38,0.38,0.38,0.38,4,5977,2271.00,
532276,SYNDICATE BN,A ,Q,35.00,35.65,34.60,35.05,35.00,34.80,877,329889,11605802.00,
532281,HCL TECHNO  ,A ,Q,1100.05,1102.35,1083.80,1085.40,1085.40,1101.05,821,21211,23155237.00,
532284,TCFC FINANCE,X ,Q,28.05,28.05,28.00,28.00,28.00,28.05,7,1305,36580.00,
532285,GEOJITFSL   ,B ,Q,33.95,34.25,33.70,33.85,33.85,33.85,26,2609,88671.00,
532286,JINDAL STE  ,A ,Q,168.50,169.45,162.40,164.40,164.40,168.75,1786,284336,47418939.00,
532290,BLB LTD.    ,T ,Q,4.59,4.61,4.34,4.60,4.60,4.56,31,2680,11802.00,
532296,GLENMARK PHA,A ,Q,525.80,532.50,517.60,526.80,527.15,521.90,1428,74746,39331388.00,
532300,WOCKHARDT   ,A ,Q,390.50,398.00,384.45,387.00,387.00,383.15,3739,242214,94405853.00,
532301,TATA COFFEE ,B ,Q,84.80,85.30,83.10,83.55,83.55,84.80,523,48945,4102148.00,
532305,IND-SWIFT LA,B ,Q,35.35,35.45,33.50,33.65,33.50,34.80,107,17075,586861.00,
532309,GEPIL       ,B ,Q,869.00,872.40,849.25,857.70,854.25,868.60,111,803,690461.00,
532310,SHREE RAMA  ,B ,Q,4.90,5.05,4.75,5.04,5.04,5.03,9,1751,8463.00,
532313,MAHINDRALIFE,A ,Q,420.95,422.90,418.40,419.50,418.60,419.75,42,739,310643.00,
532321,CADILA HEALT,A ,Q,246.15,248.40,241.60,245.30,245.30,246.10,1592,78040,19140029.00,
532323,SHIVA CEMENT,X ,Q,13.50,13.68,13.14,13.32,13.37,13.56,142,43283,573469.00,
532324,CINEVISTA   ,T ,Q,5.99,5.99,5.99,5.99,5.99,5.71,4,4000,23960.00,
532326,INTENS TECH ,B ,Q,33.90,33.90,31.25,31.45,31.55,32.80,8,192,6040.00,
532329,DANLAW TECH.,X ,Q,92.00,94.00,87.40,87.55,87.50,92.85,10,730,66313.00,
532330,BIOPAC INDIA,XT,Q,4.18,4.19,4.00,4.18,4.18,4.16,18,33938,139765.00,
532331,AJANTA PHARM,A ,Q,976.10,976.10,930.00,959.80,955.15,980.90,1520,41926,39889585.00,
532333,HB PORTFOLIO,X ,Q,20.20,21.40,20.20,21.40,21.40,20.75,14,867,17581.00,
532334,HB ESTATE DE,X ,Q,12.55,13.50,12.36,12.62,12.60,13.01,16,2014,25161.00,
532339,COMPUCOM SOF,B ,Q,9.55,9.65,9.35,9.42,9.40,9.25,24,12450,117667.00,
532341,IZMO        ,B ,Q,48.00,48.85,48.00,48.75,48.75,48.60,10,387,18772.00,
532342,COMMEX TECH ,XT,Q,0.36,0.36,0.35,0.35,0.35,0.36,2,165,59.00,
532343,TVS MOTOR L ,A ,Q,470.15,470.65,460.90,463.65,463.65,471.50,552,26807,12477107.00,
532345,GATI LTD.   ,B ,Q,70.75,70.95,68.50,69.05,69.05,70.05,847,88091,6139188.00,
532348,SUBEX LTX   ,B ,Q,6.60,6.74,6.26,6.32,6.38,6.58,110,55837,358093.00,
532349,TRANSPORT CO,B ,Q,299.75,300.85,293.35,296.40,295.35,299.30,39,345,102689.00,
532350,PADMALAYA TE,XT,Q,2.20,2.20,2.20,2.20,2.20,2.19,2,2,4.00,
532351,AKSH OPTIFIB,B ,Q,12.96,13.15,12.75,12.78,12.77,13.01,79,21531,276075.00,
532354,VIRGOGLOB   ,X ,Q,2.10,2.10,2.10,2.10,2.10,2.00,1,1000,2100.00,
532356,TRIVENI ENGG,B ,Q,72.85,74.00,72.25,73.60,73.60,72.40,428,69936,5137762.00,
532357,MUKTA ARTS  ,B ,Q,40.60,41.00,40.00,40.55,40.00,41.20,27,4287,173734.00,
532362,NAGPUR POWER,X ,Q,41.75,41.75,39.00,40.25,39.00,40.05,4,472,19702.00,
532365,DYNACONS SYS,B ,Q,30.70,32.40,30.70,31.80,31.35,32.70,45,4600,144150.00,
532366,PNB GILTS   ,B ,Q,33.50,34.75,33.30,33.95,33.35,33.80,36,10472,353158.00,
532368,BCG         ,T ,Q,4.30,4.66,4.30,4.65,4.65,4.44,243,154216,712707.00,
532369,RAMCO INDS. ,B ,Q,204.00,207.10,203.25,203.25,203.25,203.90,48,1612,330086.00,
532370,RAMCO  SYSTM,B ,Q,221.30,223.90,220.00,221.10,220.20,224.95,91,2129,471159.00,
532371,TATA TELESER,B ,Q,3.90,3.90,3.90,3.90,3.90,4.10,63,191767,747891.00,
532372,VIRINCHI    ,X ,Q,77.00,78.00,75.00,76.15,75.00,77.10,106,10357,793182.00,
532373,WEPSOLN     ,X ,Q,19.75,19.75,19.75,19.75,19.75,19.30,1,27,533.00,
532374,STER TECH   ,A ,Q,186.60,187.30,180.10,181.75,181.75,186.55,2232,170530,31316810.00,
532375,TIPSINDUSTR ,B ,Q,57.35,57.35,57.00,57.15,57.35,58.10,6,500,28590.00,
532376,MRO-TEK     ,B ,Q,27.45,27.45,27.45,27.45,27.45,28.00,1,25,686.00,
532380,BABA ARTS   ,X ,Q,3.05,3.80,3.05,3.75,3.75,3.70,6,1096,3603.00,
532382,BALAJI TELE.,B ,Q,65.05,66.35,63.50,64.90,65.80,65.25,73,5646,368425.00,
532384,TYCHE INDS  ,X ,Q,63.00,66.00,63.00,65.75,65.75,63.00,15,1631,105796.00,
532386,CALIFORN.SOF,B ,Q,18.45,18.45,16.50,17.60,17.90,17.00,11,343,6066.00,
532388,INDIAN OVER.,A ,Q,11.64,11.80,11.59,11.74,11.75,11.64,103,53654,630511.00,
532390,TAJ GVK HOTL,B ,Q,193.40,194.00,187.40,187.55,188.00,189.70,19,281,52894.00,
532391,OPTO CIRCUIT,B ,Q,5.60,5.61,5.45,5.49,5.49,5.45,84,50006,277190.00,
532392,CREATIVE EYE,B ,Q,1.72,1.72,1.72,1.72,1.72,1.81,3,2601,4473.00,
532395,AXISCADES   ,B ,Q,62.70,65.00,60.90,64.70,64.70,63.15,295,66818,4271523.00,
532400,BSOFT       ,A ,Q,92.00,92.25,89.50,90.80,90.00,91.55,423,29494,2673620.00,
532404,SAVEN TECHNO,X ,Q,18.45,18.45,16.65,18.05,17.45,18.00,33,3781,67234.00,
532406,AVANTEL LTD ,X ,Q,275.00,275.00,253.10,253.10,253.10,257.50,16,777,202517.00,
532407,MOSCHIP     ,X ,Q,17.20,17.40,16.50,17.20,17.40,17.40,36,5585,94608.00,
532408,MEGASOFT LTD,B ,Q,8.44,8.65,8.40,8.40,8.40,8.72,56,16348,139001.00,
532410,TRANSCORP IN,X ,Q,15.75,18.20,15.25,17.65,18.00,17.50,45,2190,36328.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,520,98.00,
532413,CEREBRA INTE,B ,Q,25.00,25.95,24.05,24.70,24.60,25.70,314,167060,4081184.00,
532418,ANDHRA BANK ,A ,Q,24.15,24.30,24.00,24.15,24.15,24.00,1012,42903,1033238.00,
532419,SMARTLINK   ,B ,Q,99.00,112.50,98.50,108.30,108.30,96.80,1239,104374,11159494.00,
532424,GODREJ CONS ,A ,Q,679.90,679.90,660.35,663.40,663.40,680.80,656,21286,14154341.00,
532425,GENUSPRIME  ,XT,Q,3.18,3.18,3.18,3.18,3.18,3.05,1,100,318.00,
532430,BF UTILI    ,B ,Q,185.95,189.80,184.30,185.15,185.15,186.15,760,30075,5613998.00,
532432,UNITD SPR   ,B ,Q,566.00,566.05,550.15,552.30,552.30,566.00,1214,46635,26010788.00,
532439,OLECTRA     ,B ,Q,205.25,205.25,199.10,201.20,201.20,205.25,64,2722,547870.00,
532440,MPS LTD     ,B ,Q,551.00,562.00,526.10,552.70,554.95,543.95,53,417,227350.00,
532443,CERA SANITAR,A ,Q,3002.60,3022.00,2998.50,3006.25,3022.00,3022.60,25,97,291660.00,
532454,BHARTI ARTL ,A ,Q,364.90,364.90,351.60,353.30,353.30,363.25,1825,186753,66377354.00,
532455,SHALIMAR WIR,X ,Q,10.51,12.00,10.51,11.40,11.40,11.51,8,690,7468.00,
532456,COMPUAGE INF,B ,Q,13.55,14.70,13.51,13.53,13.53,13.50,84,24666,352909.00,
532457,GULSHAN POLY,B ,Q,45.35,46.00,45.10,45.20,45.10,47.00,47,2254,102370.00,
532459,AUNDEFAZE   ,X ,Q,15.80,15.80,15.80,15.80,15.80,15.80,1,50,790.00,
532460,PONNI SUG(ER,B ,Q,129.80,129.80,118.00,118.50,118.00,117.10,8,71,8743.00,
532461,PUNJAB NATIO,A ,Q,76.50,77.70,76.00,76.55,76.55,76.25,3840,1634853,125775780.00,
532466,ORACLE FIN  ,A ,Q,3261.00,3263.85,3225.00,3232.90,3245.00,3267.30,161,1081,3509995.00,
532475,APTECH LTD  ,B ,Q,150.05,152.90,146.15,147.00,146.25,148.05,935,39693,5892186.00,
532477,UNION BANK L,A ,Q,73.00,74.10,72.20,72.70,72.70,72.65,1546,417983,30601038.00,
