SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1524.00,1544.00,1501.15,1509.80,1502.20,1513.10,668,22503,34423308.00,
500003,AEGIS LOGIS ,A ,Q,227.30,230.25,220.10,222.40,222.40,227.75,428,9646,2194101.00,
500008,AMAR RAJA BA,A ,Q,618.75,620.95,612.35,613.65,612.50,620.50,361,10276,6319578.00,
500009,A.SARABHAI  ,X ,Q,13.90,13.90,13.33,13.34,13.60,13.88,48,23688,321069.00,
500010,HDFC        ,A ,Q,2206.00,2210.05,2170.20,2182.40,2175.75,2197.00,2695,64630,141602847.00,
500012,ANDHRA PETRO,X ,Q,57.95,57.95,55.00,55.80,55.70,56.65,316,38439,2145571.00,
500013,ANSAL INFRAS,B ,Q,6.05,6.06,5.91,6.06,6.06,6.08,17,5627,33581.00,
500014,APPLE FINANC,XT,Q,1.55,1.55,1.50,1.55,1.55,1.55,12,11474,17274.00,
500016,ARUNAHTEL   ,XT,Q,6.10,6.13,6.10,6.13,6.13,6.42,2,1865,11382.00,
500020,BOM DYEING  ,A ,Q,114.80,116.50,113.00,113.55,113.55,114.55,1855,175301,20126719.00,
500023,ASIANHOTNR  ,B ,Q,125.00,139.00,125.00,134.90,134.90,127.90,10,603,79509.00,
500024,ASSAMCO     ,T ,Q,1.45,1.50,1.45,1.45,1.45,1.52,25,16879,24669.00,
500027,ATUL LTD.   ,A ,Q,4090.10,4120.50,4070.10,4102.25,4079.15,4099.60,99,303,1241970.00,
500028,ATV PROJECTS,XT,Q,3.55,3.87,3.52,3.52,3.52,3.70,14,12739,45084.00,
500029,AUTOLITE(I) ,Z ,Q,28.30,28.30,26.85,26.85,26.85,28.20,7,1035,28565.00,
500031,BAJAJ ELECT.,A ,Q,503.40,513.75,502.20,508.70,508.95,506.00,231,3985,2024456.00,
500032,BAJAJHIND   ,B ,Q,8.51,8.60,8.41,8.50,8.41,8.53,120,76584,652196.00,
500033,FORCE MOTR  ,A ,Q,1479.95,1485.00,1450.00,1452.85,1452.85,1470.90,625,4921,7178558.00,
500034,BAJFINANCE  ,A ,Q,3550.00,3566.00,3500.00,3519.80,3519.80,3542.85,3876,99206,351087078.00,
500038,BALRAM.CHINI,A ,Q,155.55,156.80,152.30,153.90,153.90,155.80,698,77085,11921154.00,
500039,BANCO PROD. ,B ,Q,132.00,132.00,129.60,130.05,130.90,132.20,74,4177,544930.00,
500040,CENTURY TEXT,A ,Q,980.00,986.95,954.30,958.00,960.00,982.75,1080,44872,43433346.00,
500041,BANNARI AMAN,B ,Q,1498.00,1498.00,1473.00,1493.00,1498.00,1425.05,11,11,16420.00,
500042,BASF INDIA  ,A ,Q,1380.00,1399.15,1351.00,1359.05,1357.00,1390.90,158,870,1195188.00,
500043,BATA INDIA  ,A ,Q,1444.00,1449.50,1421.35,1428.90,1428.95,1434.55,1767,37814,54274139.00,
500048,BEML LTD    ,A ,Q,919.50,921.85,890.00,894.90,894.90,917.95,1905,71284,64404001.00,
500049,BHARAT ELECT,A ,Q,110.00,111.55,108.90,110.70,110.70,110.05,2677,637858,70547487.00,
500052,BHANSALI ENG,B ,Q,67.35,68.70,66.25,66.55,66.55,67.85,833,107549,7246231.00,
500055,TATASTLBSL  ,B ,Q,29.80,30.40,29.75,29.95,29.95,30.10,185,54317,1634116.00,
500058,BIHAR SPONGE,XT,Q,1.06,1.06,1.06,1.06,1.06,1.07,4,5019,5320.00,
500059,BINANI IND. ,Z ,Q,19.40,19.40,19.40,19.40,19.40,20.40,20,3441,66755.00,
500060,BIRLACABLE  ,B ,Q,99.00,100.45,98.50,98.85,98.50,100.25,63,2235,221508.00,
500067,BLUE STAR   ,A ,Q,794.00,800.00,790.25,791.55,790.25,792.60,52,485,385592.00,
500068,DISA INDIA  ,X ,Q,5850.00,5949.95,5800.00,5916.00,5949.95,5969.00,9,65,379501.00,
500074,BPL LTD.    ,B ,Q,23.65,23.70,22.50,23.05,23.05,23.55,67,16323,379039.00,
500078,OAL         ,X ,Q,210.00,210.00,200.00,206.80,206.80,202.05,72,20291,4141172.00,
500083,CENTURY EXT ,B ,Q,4.20,4.30,3.90,4.10,4.10,4.18,63,22218,92020.00,
500084,CESC LTD.   ,A ,Q,756.70,771.40,756.05,761.35,759.00,758.00,504,10486,8028194.00,
500085,CHAMBAL FERT,A ,Q,174.90,174.90,168.00,169.80,168.00,176.25,458,20773,3577171.00,
500086,EXIDE IND.  ,A ,Q,208.00,208.10,205.50,205.95,205.95,206.85,685,64924,13438418.00,
500087,CIPLA LTD.  ,A ,Q,562.80,563.90,555.25,555.90,555.50,562.80,460,25938,14489255.00,
500089,DIC INDIA   ,B ,Q,336.40,337.00,333.20,335.50,335.50,337.00,23,32,10737.00,
500092,CRISIL LTD  ,A ,Q,1425.05,1426.10,1393.70,1407.85,1415.00,1427.10,192,826,1162192.00,
500093,CGPOWER     ,A ,Q,31.80,31.90,30.35,30.50,30.50,31.85,902,414170,12822354.00,
500096,DABUR (I)   ,A ,Q,407.75,408.45,400.00,400.95,400.00,408.55,1489,76223,30772024.00,
500097,DALMIASUG   ,B ,Q,109.00,111.95,106.80,108.05,107.00,109.55,214,13787,1508559.00,
500101,ARVIND Ltd  ,A ,Q,75.50,75.50,72.25,72.80,72.90,74.15,567,189566,13939158.00,
500102,BALARPUR IND,B ,Q,2.30,2.36,2.21,2.24,2.25,2.45,97,118159,265502.00,
500103,BHEL        ,A ,Q,70.40,71.00,68.10,68.60,68.60,68.75,4773,1556450,108456312.00,
500104,HIND.PETRO  ,A ,Q,309.00,309.90,304.45,305.15,305.15,309.60,1908,181476,55783835.00,
500106,IFCI LTD    ,A ,Q,9.00,9.00,8.71,8.78,8.71,8.94,570,250661,2217325.00,
500108,MAHA.TELE   ,B ,Q,8.64,8.68,8.38,8.45,8.45,8.63,468,252410,2148377.00,
500109,MRPL        ,A ,Q,58.50,59.40,57.85,58.80,58.80,59.00,477,82612,4847793.00,
500110,CHENNAI PET.,A ,Q,212.60,213.60,208.35,210.45,208.60,214.50,225,9814,2066585.00,
500111,REL.CAP.    ,A ,Q,84.00,84.00,73.30,76.55,76.55,84.40,20598,3671342,291401055.00,
500112,STATE BANK  ,A ,Q,346.20,346.35,342.70,343.85,343.85,346.30,3875,556440,191708223.00,
500113,STEEL AUTH. ,A ,Q,51.60,51.90,49.00,50.40,50.40,51.45,2112,1288833,65822952.00,
500114,TITAN       ,A ,Q,1299.00,1299.00,1274.15,1280.85,1280.85,1293.60,1454,49653,63989702.00,
500116,IDBI BANK L ,A ,Q,36.20,36.45,35.55,35.90,35.90,36.20,1289,1098536,39723597.00,
500117,DCW LTD.    ,B ,Q,17.70,17.70,17.05,17.05,17.05,17.60,69,13171,227327.00,
500119,DHAMPUR SUGA,B ,Q,211.25,215.65,208.00,209.60,209.60,211.80,633,34845,7386440.00,
500120,DIAMINES&CHM,X ,Q,120.45,120.50,116.35,118.75,118.60,120.45,49,3140,372651.00,
500123,ELANTAS     ,B ,Q,2150.00,2150.00,2090.00,2090.00,2090.00,2154.65,45,513,1084341.00,
500124,DR.REDDY'S  ,A ,Q,2586.00,2586.00,2529.65,2563.10,2564.00,2586.15,2379,38629,98753781.00,
500125,E.I.D.PAR   ,A ,Q,172.40,172.40,167.00,168.95,168.95,170.85,297,10840,1832196.00,
500126,PGHL        ,A ,Q,3960.00,4000.00,3896.00,3925.75,3900.00,3963.50,188,802,3174432.00,
500128,ELEC.CASTING,B ,Q,17.85,17.85,17.05,17.10,17.10,17.65,69,15002,258320.00,
500132,EMPEE SUGARS,Z ,Q,1.03,1.03,0.98,0.98,0.98,1.03,3,310,314.00,
500133,ESAB INDIA  ,B ,Q,1072.60,1074.00,1062.00,1068.30,1062.00,1090.70,25,310,331687.00,
500135,ESSEL PROP  ,B ,Q,129.55,130.00,128.90,129.70,129.30,130.20,38,3501,453085.00,
500136,ESTER INDUS.,B ,Q,33.45,33.75,32.70,33.40,33.40,33.45,27,1216,40524.00,
500141,FERRO ALLOYS,X ,Q,3.61,3.85,3.61,3.64,3.64,3.67,76,30501,112120.00,
500144,FINOL. CABLE,A ,Q,445.10,447.20,435.60,445.05,445.05,445.75,216,4232,1869901.00,
500147,CMI FPE     ,X ,Q,1111.00,1119.95,1073.00,1090.00,1090.00,1113.00,31,925,1014006.00,
500148,UFLEX LTD   ,A ,Q,246.00,249.65,244.20,247.80,244.20,245.70,183,5395,1333273.00,
500150,FOSECO INDIA,B ,Q,1290.00,1315.00,1278.00,1281.85,1278.00,1290.00,12,62,79639.00,
500151,GOLDEN TOB  ,B ,Q,33.05,35.00,33.05,35.00,35.00,33.60,8,290,9933.00,
500153,GANESH BENZO,X ,Q,39.55,39.90,38.15,39.10,39.50,40.75,207,33854,1324001.00,
500155,GARDEN SILK ,B ,Q,15.60,16.00,15.00,15.90,15.90,15.40,24,2284,35368.00,
500159,METROGLOBL  ,X ,Q,64.00,64.00,57.05,57.05,57.05,59.00,7,225,13810.00,
500160,GTL LTD.    ,B ,Q,3.06,3.65,3.06,3.31,3.31,3.32,18,6459,21936.00,
500163,GODFREY PH  ,A ,Q,899.95,900.00,880.00,885.20,885.20,892.05,286,4958,4418772.00,
500164,GODREJ IND  ,A ,Q,469.05,471.95,460.35,464.25,464.25,470.95,304,8814,4111695.00,
500165,KANSAI NERO ,A ,Q,470.00,470.00,443.00,450.10,450.10,462.80,431,5347,2400884.00,
500166,GOODRICKE   ,X ,Q,184.00,188.85,183.00,183.55,184.50,185.00,91,3952,728918.00,
500168,GOODYEAR (I),B ,Q,943.15,944.75,936.00,943.10,942.95,944.25,66,3157,2976467.00,
500170,GTN INDUS   ,B ,Q,8.55,8.55,8.55,8.55,8.55,8.45,4,140,1197.00,
500171,GHCL LTD    ,A ,Q,240.20,240.50,237.90,239.05,238.05,238.55,83,1924,459883.00,
500173,GUJ.FLOURO  ,A ,Q,1059.80,1061.95,1027.00,1033.85,1049.00,1064.95,406,1369,1421093.00,
500179,HCL INFOSYS ,B ,Q,14.05,14.50,13.05,14.00,14.00,14.20,227,60186,853262.00,
500180,HDFC BANK   ,A ,Q,2454.90,2458.65,2425.75,2436.45,2436.70,2447.30,2675,61339,149871466.00,
500182,HEROMOTOCO  ,A ,Q,2691.00,2712.35,2665.00,2673.20,2673.00,2707.70,768,8932,23964171.00,
500183,HIMACHAL FUT,A ,Q,21.00,21.15,20.50,20.70,20.70,20.95,573,252765,5251807.00,
500184,HSCL        ,A ,Q,110.35,112.00,107.80,110.95,110.70,111.05,521,34588,3818814.00,
500185,HIND.CONSTN.,A ,Q,12.70,13.11,12.62,12.69,12.69,12.77,645,219212,2802736.00,
500186,HIND.OIL EXP,B ,Q,121.90,121.90,118.15,118.95,118.15,120.45,80,5660,675887.00,
500187,HSIL        ,B ,Q,252.00,258.20,251.10,253.80,253.80,255.00,197,5723,1461043.00,
500188,HINDUS.ZI   ,A ,Q,239.45,241.20,236.60,237.25,237.25,240.35,683,35712,8524827.00,
500189,HINDUJA VENT,B ,Q,371.25,377.30,366.00,368.75,369.20,379.75,77,1298,480108.00,
500191,HMT LTD.    ,Z ,Q,17.05,17.05,16.50,16.50,16.50,16.95,8,505,8447.00,
500192,PRAG BOSIMI ,XT,Q,3.12,3.12,3.00,3.00,3.00,3.00,3,364,1104.00,
500193,HOTEL LEELA.,B ,Q,8.24,8.24,8.00,8.07,8.07,8.08,56,9829,79448.00,
500199,I.G.PETRO   ,B ,Q,270.00,277.25,268.00,269.95,268.00,268.50,24,589,160639.00,
500201,IND.GLYCOLS ,B ,Q,243.90,243.90,240.30,241.15,241.15,243.90,209,5743,1388338.00,
500207,INDO RAMA   ,B ,Q,27.50,27.50,26.60,27.40,27.45,26.60,9,3102,84314.00,
500209,INFOSYS LTD ,A ,Q,744.20,745.65,738.40,740.40,740.40,742.70,6060,298249,221235445.00,
500210,INGERSOLL   ,B ,Q,625.00,636.25,623.00,628.85,628.50,624.10,100,1201,753441.00,
500211,INSILCO LTD.,X ,Q,16.95,17.25,16.70,16.80,16.80,17.75,9,1036,17421.00,
500213,INTER.TRAVEL,X ,Q,117.00,118.85,115.30,118.20,118.85,116.70,32,1118,131233.00,
500214,ION EXCHANGE,X ,Q,530.15,556.65,503.65,537.05,537.05,530.15,861,77997,41967114.00,
500215,AGRO TECH FO,B ,Q,537.00,537.00,520.00,520.85,520.00,532.80,52,423,222278.00,
500219,JAIN IRRIG  ,A ,Q,38.50,38.65,36.60,36.85,36.85,38.55,2065,1120059,42019957.00,
500220,JASCH INDUST,X ,Q,49.95,49.95,47.15,48.05,48.05,47.70,8,447,21367.00,
500223,JCT LTD     ,X ,Q,1.20,1.20,1.09,1.12,1.13,1.17,188,435355,485338.00,
500227,JINDAL POLYF,B ,Q,226.10,231.00,225.35,227.85,226.30,228.10,72,1783,406764.00,
500228,JSWSL       ,A ,Q,273.45,275.25,268.00,271.50,271.50,274.20,1417,247011,67561854.00,
500231,UMANG DAIR  ,B ,Q,47.55,48.30,47.20,47.75,47.75,48.00,5,203,9672.00,
500233,KAJARIA CER.,A ,Q,604.40,620.00,604.35,610.95,610.95,609.65,710,29983,18420312.00,
500234,KAKATIYA CEM,B ,Q,196.00,200.35,193.05,193.75,193.75,197.05,79,954,186226.00,
500235,KALYANI STEL,B ,Q,220.50,222.30,219.00,219.90,219.90,221.35,140,3835,846480.00,
500238,WHIRLPOOL   ,A ,Q,1555.00,1566.70,1544.00,1555.05,1544.00,1547.75,233,1790,2789612.00,
500239,KG DENIM    ,X ,Q,42.00,43.95,40.35,42.20,42.00,42.20,27,2236,93848.00,
500240,KINETIC ENG.,X ,Q,33.00,33.90,32.50,33.25,33.90,34.85,22,1154,37877.00,
500241,KIRL.BROS.  ,B ,Q,177.00,178.25,175.20,176.75,175.40,175.60,29,661,116946.00,
500243,KIRL INDUS  ,B ,Q,800.05,800.05,785.00,787.40,785.00,805.50,24,109,86105.00,
500245,KIRL.FERROUS,B ,Q,82.00,82.00,79.00,79.55,79.50,81.55,174,19107,1525068.00,
500246,ENVAIN ELECT,X ,Q,36.10,36.10,35.20,35.20,35.20,37.00,5,2000,71300.00,
500247,KOTAK MAH.BK,A ,Q,1502.00,1505.00,1466.65,1473.80,1473.80,1505.45,3381,392834,580345813.00,
500249,KSB         ,B ,Q,717.50,725.00,716.00,717.30,716.00,725.00,7,38,27320.00,
500250,L.G.BALKRISH,B ,Q,348.00,348.00,344.00,344.20,345.10,338.45,154,670,230842.00,
500251,TRENT LTD.  ,A ,Q,399.00,399.75,392.10,394.45,396.80,395.55,571,12511,4961422.00,
500252,LAXMIMACH   ,A ,Q,5266.80,5270.40,5200.00,5212.10,5212.10,5275.85,143,324,1694577.00,
500253,LIC HOUS.FIN,A ,Q,541.00,542.65,534.80,536.55,536.55,542.25,465,19982,10761350.00,
500254,UTTAMVALUE  ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,12,4142,786.00,
500257,LUPIN LTD.  ,A ,Q,720.00,724.80,710.10,722.25,722.25,719.30,1594,70784,50905805.00,
500259,LYKA LABS   ,T ,Q,24.40,25.55,24.05,24.05,24.05,24.55,7,560,13848.00,
500260,RAMCOCEM    ,A ,Q,789.75,789.75,781.00,782.80,782.30,793.75,166,237612,187602272.00,
500264,MAFATLAL IND,X ,Q,96.00,97.00,93.25,96.50,97.00,96.35,23,1546,147696.00,
500265,MAH.SEAMLESS,B ,Q,432.90,436.65,430.00,430.35,430.00,431.90,28,435,187826.00,
500266,MAH.SCOOTER ,B ,Q,4620.00,4651.75,4577.45,4648.00,4625.00,4601.55,108,631,2927441.00,
500267,MAJESTIC AUT,X ,Q,168.00,174.90,167.50,169.80,167.50,169.30,56,1887,319685.00,
500268,MANALI PETRO,B ,Q,23.85,23.85,23.25,23.30,23.25,23.95,68,11107,260501.00,
500271,MFSL        ,A ,Q,433.00,433.00,423.00,426.45,426.45,430.35,226,7542,3232781.00,
500279,MIRC ELECT  ,B ,Q,17.80,17.80,17.00,17.05,17.05,17.60,55,22078,380075.00,
500280,CENTURY ENKA,B ,Q,223.00,224.10,222.40,223.55,223.55,223.85,53,1661,370590.00,
500284,LORDS CHLORO,XT,Q,46.00,46.90,45.10,45.35,45.50,47.45,26,2520,114644.00,
500285,SPICEJET LTD,A ,Q,142.00,142.00,138.20,139.15,139.15,142.25,7364,895237,125163598.00,
500288,MOREPEN LAB.,B ,Q,18.40,18.40,17.90,18.00,17.90,18.20,185,41894,756838.00,
500290,MRF LTD.    ,A ,Q,55300.00,55300.00,54401.10,54695.85,54700.00,54804.15,281,410,22449221.00,
500292,HEIDEL CEM  ,A ,Q,200.05,202.75,198.00,199.05,198.00,201.50,627,23095,4635259.00,
500294,NCC         ,A ,Q,97.95,100.85,97.05,100.05,100.05,97.55,3726,960189,95498959.00,
500295,VEDL        ,A ,Q,168.35,171.30,167.85,169.60,169.60,168.35,2081,286036,48593828.00,
500296,NAHAR SPG.  ,B ,Q,72.25,72.30,71.70,71.70,71.70,73.70,24,2095,150986.00,
500298,NAT.PEROXIDE,B ,Q,2200.05,2239.90,2188.05,2231.55,2231.55,2209.25,483,2983,6630036.00,
500300,GRASIM IND. ,A ,Q,908.00,908.00,888.00,901.35,892.20,903.90,1383,106685,96168400.00,
500302,PEL         ,A ,Q,2080.00,2092.20,2054.05,2068.45,2068.45,2078.75,1071,17276,35722477.00,
500304,NIIT LTD.   ,B ,Q,105.10,106.40,104.20,104.75,104.75,105.35,332,34227,3600506.00,
500306,JAYKAY      ,X ,Q,4.40,4.65,4.39,4.43,4.41,4.50,12,1588,7267.00,
500307,NIRLON      ,B ,Q,202.65,202.95,202.60,202.95,202.95,204.00,28,1539,311985.00,
500312,ONGC CORPN  ,A ,Q,170.20,170.85,168.50,168.90,168.90,168.95,1226,153668,26067347.00,
500313,OIL COUNTRY ,B ,Q,7.75,9.48,7.75,8.30,8.08,8.75,31,11318,98127.00,
500314,ORIENT HOTEL,B ,Q,40.10,40.10,40.00,40.05,40.00,40.35,7,678,27136.00,
500315,ORINTAL BANK,A ,Q,90.80,92.95,90.55,91.35,91.35,90.90,955,337480,30993381.00,
500317,OSWAL AGRO. ,B ,Q,7.94,7.94,7.00,7.11,7.34,7.16,39,1749,12473.00,
500319,INDIAN SUCRO,XT,Q,19.25,19.25,17.45,18.95,18.95,18.35,6,1351,24101.00,
500325,RELIANCE    ,A ,Q,1322.70,1325.10,1309.50,1316.95,1316.95,1324.30,9536,434045,570987977.00,
500327,PILITA      ,B ,Q,8.90,9.39,8.45,9.27,9.33,8.62,208,246173,2254982.00,
500329,PENTAMED.G  ,XT,Q,0.31,0.32,0.31,0.31,0.31,0.32,32,31209,9732.00,
500330,RAYMOND     ,A ,Q,802.75,805.30,786.00,788.15,787.00,796.75,573,17444,13831182.00,
500331,PIDILITE    ,A ,Q,1258.80,1258.80,1237.00,1243.45,1237.00,1249.85,1151,28149,35026389.00,
500333,PIX TRANS   ,X ,Q,188.95,188.95,186.10,187.20,187.20,188.95,20,973,182503.00,
500335,BIRLA CORPN.,A ,Q,630.00,636.55,627.80,629.95,629.85,632.50,225,2534,1601459.00,
500336,SURYA ROSHNI,B ,Q,246.80,247.85,241.25,243.75,243.75,249.55,162,9157,2249720.00,
500337,PRIME SECUR.,B ,Q,38.90,40.00,31.25,35.30,35.30,38.35,652,68629,2426464.00,
500338,PRSMJOHNSN  ,A ,Q,93.30,93.30,91.30,92.35,92.00,93.45,197,19684,1822230.00,
500339,RAIN        ,A ,Q,103.55,105.75,102.60,103.25,103.25,103.85,938,73283,7610522.00,
500343,AMJLAND     ,B ,Q,17.00,17.55,17.00,17.20,17.20,17.90,14,2811,48775.00,
500346,PUN.COMMUNI.,B ,Q,15.20,15.20,15.20,15.20,15.20,16.15,2,150,2280.00,
500350,RSWM  LTD   ,B ,Q,139.55,143.30,138.00,142.95,143.30,142.00,43,1021,143593.00,
500354,RAJSH.SUGAR ,B ,Q,23.50,23.50,22.15,22.40,22.30,22.05,12,693,15572.00,
500355,RALLIS INDIA,A ,Q,145.05,149.55,145.05,148.20,148.50,147.75,168,6657,985296.00,
500356,RAMANEWS    ,B ,Q,19.80,20.60,19.75,20.00,20.30,20.50,42,8886,177464.00,
500357,RAMA PAPER  ,X ,Q,15.50,17.10,15.10,17.10,17.10,15.75,5,701,11000.00,
500360,RAPICUT CARB,X ,Q,38.35,42.50,38.00,42.25,42.25,39.75,35,3249,129010.00,
500365,RMGALLOY    ,X ,Q,13.00,13.10,12.80,13.00,13.00,13.10,18,17915,232899.00,
500366,ROLTA (I)   ,T ,Q,6.21,6.30,5.90,6.04,6.04,6.21,143,65611,394064.00,
500367,RUBFILA INT.,X ,Q,40.00,41.50,40.00,41.15,41.15,40.30,31,5767,236243.00,
500368,RUCHI SOYA  ,T ,Q,6.40,6.40,5.95,5.95,5.95,6.26,431,314376,1886490.00,
500370,SALORA INT. ,X ,Q,13.20,13.20,13.20,13.20,13.20,13.87,2,600,7920.00,
500378,JINDAL SAW  ,A ,Q,82.10,82.90,81.00,81.85,81.85,82.40,535,67173,5510451.00,
500380,JK LAKSHMI  ,A ,Q,353.80,361.25,353.80,358.40,358.95,354.10,133,4398,1572401.00,
500387,SHREE CEMENT,A ,Q,20830.20,20830.20,20370.00,20493.00,20400.00,20733.40,195,431,8876822.00,
500390,REL INFRA   ,A ,Q,62.50,64.00,57.90,59.30,59.30,62.75,15203,3457763,206640389.00,
500394,SOLID CARBID,Z ,Q,0.20,0.20,0.20,0.20,0.20,0.19,2,221,44.00,
500399,STEELCO GUJ.,XT,Q,3.43,3.45,3.43,3.45,3.45,3.50,3,884,3049.00,
500400,TATA POWER  ,A ,Q,66.00,66.85,64.85,65.15,65.15,66.00,2335,1432272,94719770.00,
500402,SPMLINFRA   ,B ,Q,22.05,22.95,21.50,22.65,22.85,22.75,24,51182,1126390.00,
500403,SUNDARAM FAS,A ,Q,529.85,532.75,526.00,527.00,528.30,531.70,88,804,424498.00,
500404,SUNFLAG IRON,B ,Q,39.25,39.35,38.70,38.95,38.80,39.65,121,17434,680018.00,
500405,SUPREME PET ,B ,Q,203.00,203.35,200.25,200.30,200.30,201.25,22,444,89555.00,
500407,SWARAJ ENGIN,B ,Q,1372.15,1372.15,1372.00,1372.10,1372.00,1383.95,3,21,28813.00,
500408,TATA ELXSI  ,A ,Q,847.15,867.00,841.80,858.90,858.90,843.90,1688,41862,36006679.00,
500410,ACC LTD     ,A ,Q,1586.25,1586.90,1540.00,1548.80,1548.80,1582.60,1126,51408,80328085.00,
500411,THERMAX     ,A ,Q,1095.00,1096.25,1077.00,1088.30,1077.00,1090.70,251,1435,1561649.00,
500412,THIRUMALAI  ,B ,Q,82.00,82.00,80.30,80.70,80.30,82.45,223,17659,1432608.00,
500413,THOMAS COOK ,A ,Q,224.50,228.50,224.50,228.00,228.50,225.00,68,1413,319830.00,
500414,TIMEX GROUP ,X ,Q,44.40,44.40,43.00,43.05,43.05,43.70,60,10653,459876.00,
500418,TOKYO PLAST ,B ,Q,48.65,51.00,48.50,50.25,49.15,50.45,24,1361,67048.00,
500420,TORRENT PHAR,A ,Q,1532.50,1539.05,1484.00,1492.45,1492.45,1537.30,946,11384,17088729.00,
500422,TRANSCHEM   ,X ,Q,20.40,21.00,18.90,19.00,19.00,19.95,53,4124,78747.00,
500425,AMBUJA CEME ,A ,Q,220.10,220.75,212.10,214.35,214.35,220.90,1303,150250,32445123.00,
500426,UTLINDS     ,X ,Q,12.10,12.10,11.55,11.55,11.55,12.15,12,30740,355058.00,
500429,UNIPHOS ENT.,B ,Q,99.10,99.10,96.20,96.95,96.40,100.70,10,1206,117053.00,
500439,VARD HOLDNG ,B ,Q,2009.00,2015.00,2002.25,2004.70,2002.25,2030.00,7,114,228972.00,
500440,HINDALCO    ,A ,Q,200.00,200.70,196.50,197.95,196.80,199.60,714,129570,25777727.00,
500444,WEST COAS PA,B ,Q,237.00,243.40,232.50,239.25,239.25,236.25,294,5393,1284921.00,
500449,HIND.ORG.CHM,B ,Q,22.85,23.00,22.15,22.20,22.20,23.00,136,25285,565335.00,
500456,PAS.ACRYLON ,X ,Q,18.30,18.30,17.00,17.10,17.35,17.20,64,11806,202796.00,
500459,PROCTER &GAM,A ,Q,11111.00,11132.40,10980.00,11006.80,10980.00,11035.90,37,53,584887.00,
500460,MUKAND LTD. ,B ,Q,48.20,51.95,48.00,51.00,51.00,48.10,35,6302,315935.00,
500464,UCAL FUEL   ,B ,Q,151.10,152.60,149.50,152.30,152.60,150.55,6,178,26732.00,
500467,HARR.MALAYAL,B ,Q,68.90,74.00,68.50,72.50,72.50,69.20,239,7400,530896.00,
500469,FEDERAL BANK,A ,Q,105.60,107.25,105.00,105.90,105.90,106.70,1229,422428,44839873.00,
500470,TATA STEEL  ,A ,Q,500.50,508.20,497.15,501.45,501.45,502.85,4357,344438,173703373.00,
500472,SKF INDIA   ,A ,Q,1910.00,1910.00,1900.00,1903.95,1900.00,1921.85,21,45,85724.00,
500477,ASHOK LEYL. ,A ,Q,87.90,88.75,87.25,87.65,87.65,88.25,2144,597277,52525467.00,
500480,CUMMINS (I) ,A ,Q,748.75,765.25,747.45,762.55,762.55,745.30,503,11503,8718298.00,
500483,TATA COMM   ,A ,Q,488.00,504.80,488.00,493.00,493.00,488.15,706,20223,10021792.00,
500488,ABBOTT (I)  ,A ,Q,8614.35,8620.00,8557.65,8578.25,8569.05,8581.35,84,162,1390420.00,
500490,BAJ HOLD INV,A ,Q,3670.00,3692.00,3565.55,3603.30,3592.00,3689.50,362,1827,6608064.00,
500493,BHARAT FORGE,A ,Q,460.50,460.90,452.45,454.70,454.70,460.35,981,49709,22654016.00,
500495,ESCORTS LTD.,A ,Q,581.00,581.00,557.05,560.45,560.45,580.10,2884,140721,79409573.00,
500500,HIND.MOTORS ,T ,Q,6.99,6.99,6.60,6.76,6.76,6.81,49,7890,53609.00,
500510,LARSEN & TOU,A ,Q,1520.20,1538.80,1514.35,1529.15,1529.15,1516.95,4680,556092,850907106.00,
500520,MAH & MAH   ,A ,Q,641.00,641.00,633.50,635.55,635.55,640.90,1437,81725,52068622.00,
500530,BOSCH LTD   ,A ,Q,16920.00,16968.90,16825.00,16876.40,16876.40,16994.35,90,186,3144073.00,
500540,PREMIER LTD ,T ,Q,4.10,4.31,4.10,4.31,4.31,4.31,5,766,3164.00,
500547,BHARAT PET. ,A ,Q,387.05,388.50,384.35,386.05,386.05,388.35,809,73281,28341352.00,
500550,SIEMENS LTD.,A ,Q,1271.00,1276.40,1246.55,1251.80,1251.80,1271.85,658,15567,19622125.00,
500570,TATA MOTORS ,A ,Q,167.40,167.65,163.25,164.10,164.10,167.40,4584,905868,149869887.00,
500575,VOLTAS LTD  ,A ,Q,614.00,615.15,604.60,605.10,605.00,613.35,446,26329,15973555.00,
500620,GREAT EASTE ,A ,Q,264.65,276.00,263.60,273.65,274.00,264.45,221,5624,1526195.00,
500645,DEEPAK FERT.,A ,Q,132.40,134.40,129.65,130.45,130.45,131.85,304,12881,1682336.00,
500650,EXCEL INDUST,B ,Q,1011.65,1011.65,974.60,993.00,991.00,996.90,183,2987,2961335.00,
500655,GARWARE POLY,X ,Q,250.00,251.85,245.15,245.90,245.90,250.10,180,7540,1861748.00,
500660,GLAXOSMITH  ,A ,Q,1260.00,1270.00,1251.90,1258.80,1270.00,1257.60,158,731,918674.00,
500670,GUJ.NARMADA ,A ,Q,263.65,267.65,260.10,261.65,261.65,263.65,724,22640,5961355.00,
500672,NOVARTIS    ,B ,Q,671.05,677.00,664.30,667.30,667.30,669.45,258,4655,3117487.00,
